Codigo de caso,Cantidad de gimnasios,Cantidad de paradas,Capacidad de la mochila,Tiempo,Distancia del camino,Ejercicio
1, 1, 1, 1, 21, 2.23607, 1
1, 1, 1, 1, 19, 2.23607, 1
1, 1, 1, 1, 17, 2.23607, 1
1, 1, 1, 1, 19, 2.23607, 1
1, 1, 1, 1, 18, 2.23607, 1
1, 1, 1, 1, 1, 2.23607, 2
1, 1, 1, 1, 2, 2.23607, 2
1, 1, 1, 1, 3, 2.23607, 2
1, 1, 1, 1, 1, 2.23607, 2
1, 1, 1, 1, 2, 2.23607, 2
1, 1, 1, 1, 12, 2.23607, 3
1, 1, 1, 1, 10, 2.23607, 3
1, 1, 1, 1, 10, 2.23607, 3
1, 1, 1, 1, 14, 2.23607, 3
1, 1, 1, 1, 16, 2.23607, 3
1, 1, 1, 1, 26, 2.23607, 4
1, 1, 1, 1, 32, 2.23607, 4
1, 1, 1, 1, 22, 2.23607, 4
1, 1, 1, 1, 26, 2.23607, 4
1, 1, 1, 1, 23, 2.23607, 4
1, 1, 1, 1, 26, 2.23607, 1
1, 1, 1, 1, 24, 2.23607, 1
1, 1, 1, 1, 17, 2.23607, 1
1, 1, 1, 1, 20, 2.23607, 1
1, 1, 1, 1, 20, 2.23607, 1
1, 1, 1, 1, 2, 2.23607, 2
1, 1, 1, 1, 1, 2.23607, 2
1, 1, 1, 1, 2, 2.23607, 2
1, 1, 1, 1, 3, 2.23607, 2
1, 1, 1, 1, 3, 2.23607, 2
1, 1, 1, 1, 23, 2.23607, 3
1, 1, 1, 1, 11, 2.23607, 3
1, 1, 1, 1, 12, 2.23607, 3
1, 1, 1, 1, 9, 2.23607, 3
1, 1, 1, 1, 11, 2.23607, 3
1, 1, 1, 1, 37, 2.23607, 4
1, 1, 1, 1, 33, 2.23607, 4
1, 1, 1, 1, 36, 2.23607, 4
1, 1, 1, 1, 24, 2.23607, 4
1, 1, 1, 1, 23, 2.23607, 4
1, 1, 1, 1, 20, 1, 1
1, 1, 1, 1, 18, 1, 1
1, 1, 1, 1, 18, 1, 1
1, 1, 1, 1, 19, 1, 1
1, 1, 1, 1, 18, 1, 1
1, 1, 1, 1, 2, 1, 2
1, 1, 1, 1, 2, 1, 2
1, 1, 1, 1, 2, 1, 2
1, 1, 1, 1, 2, 1, 2
1, 1, 1, 1, 2, 1, 2
1, 1, 1, 1, 11, 1, 3
1, 1, 1, 1, 11, 1, 3
1, 1, 1, 1, 10, 1, 3
1, 1, 1, 1, 23, 1, 3
1, 1, 1, 1, 10, 1, 3
1, 1, 1, 1, 45, 1, 4
1, 1, 1, 1, 22, 1, 4
1, 1, 1, 1, 21, 1, 4
1, 1, 1, 1, 23, 1, 4
1, 1, 1, 1, 20, 1, 4
1, 1, 1, 1, 20, 2, 1
1, 1, 1, 1, 18, 2, 1
1, 1, 1, 1, 31, 2, 1
1, 1, 1, 1, 23, 2, 1
1, 1, 1, 1, 34, 2, 1
1, 1, 1, 1, 2, 2, 2
1, 1, 1, 1, 2, 2, 2
1, 1, 1, 1, 2, 2, 2
1, 1, 1, 1, 3, 2, 2
1, 1, 1, 1, 2, 2, 2
1, 1, 1, 1, 18, 2, 3
1, 1, 1, 1, 16, 2, 3
1, 1, 1, 1, 10, 2, 3
1, 1, 1, 1, 9, 2, 3
1, 1, 1, 1, 9, 2, 3
1, 1, 1, 1, 22, 2, 4
1, 1, 1, 1, 21, 2, 4
1, 1, 1, 1, 23, 2, 4
1, 1, 1, 1, 31, 2, 4
1, 1, 1, 1, 24, 2, 4
1, 1, 1, 1, 30, 1.41421, 1
1, 1, 1, 1, 36, 1.41421, 1
1, 1, 1, 1, 35, 1.41421, 1
1, 1, 1, 1, 30, 1.41421, 1
1, 1, 1, 1, 26, 1.41421, 1
1, 1, 1, 1, 2, 1.41421, 2
1, 1, 1, 1, 2, 1.41421, 2
1, 1, 1, 1, 2, 1.41421, 2
1, 1, 1, 1, 2, 1.41421, 2
1, 1, 1, 1, 2, 1.41421, 2
1, 1, 1, 1, 13, 1.41421, 3
1, 1, 1, 1, 11, 1.41421, 3
1, 1, 1, 1, 9, 1.41421, 3
1, 1, 1, 1, 9, 1.41421, 3
1, 1, 1, 1, 12, 1.41421, 3
1, 1, 1, 1, 40, 1.41421, 4
1, 1, 1, 1, 32, 1.41421, 4
1, 1, 1, 1, 28, 1.41421, 4
1, 1, 1, 1, 28, 1.41421, 4
1, 1, 1, 1, 26, 1.41421, 4
1, 1, 1, 1, 33, 1, 1
1, 1, 1, 1, 30, 1, 1
1, 1, 1, 1, 37, 1, 1
1, 1, 1, 1, 33, 1, 1
1, 1, 1, 1, 37, 1, 1
1, 1, 1, 1, 3, 1, 2
1, 1, 1, 1, 3, 1, 2
1, 1, 1, 1, 3, 1, 2
1, 1, 1, 1, 2, 1, 2
1, 1, 1, 1, 2, 1, 2
1, 1, 1, 1, 19, 1, 3
1, 1, 1, 1, 11, 1, 3
1, 1, 1, 1, 18, 1, 3
1, 1, 1, 1, 12, 1, 3
1, 1, 1, 1, 12, 1, 3
1, 1, 1, 1, 33, 1, 4
1, 1, 1, 1, 38, 1, 4
1, 1, 1, 1, 32, 1, 4
1, 1, 1, 1, 51, 1, 4
1, 1, 1, 1, 62, 1, 4
1, 1, 1, 1, 38, 2.23607, 1
1, 1, 1, 1, 29, 2.23607, 1
1, 1, 1, 1, 29, 2.23607, 1
1, 1, 1, 1, 32, 2.23607, 1
1, 1, 1, 1, 24, 2.23607, 1
1, 1, 1, 1, 2, 2.23607, 2
1, 1, 1, 1, 1, 2.23607, 2
1, 1, 1, 1, 2, 2.23607, 2
1, 1, 1, 1, 1, 2.23607, 2
1, 1, 1, 1, 3, 2.23607, 2
1, 1, 1, 1, 14, 2.23607, 3
1, 1, 1, 1, 13, 2.23607, 3
1, 1, 1, 1, 11, 2.23607, 3
1, 1, 1, 1, 12, 2.23607, 3
1, 1, 1, 1, 12, 2.23607, 3
1, 1, 1, 1, 23, 2.23607, 4
1, 1, 1, 1, 33, 2.23607, 4
1, 1, 1, 1, 25, 2.23607, 4
1, 1, 1, 1, 59, 2.23607, 4
1, 1, 1, 1, 46, 2.23607, 4
1, 1, 1, 1, 28, 1.41421, 1
1, 1, 1, 1, 25, 1.41421, 1
1, 1, 1, 1, 25, 1.41421, 1
1, 1, 1, 1, 27, 1.41421, 1
1, 1, 1, 1, 29, 1.41421, 1
1, 1, 1, 1, 3, 1.41421, 2
1, 1, 1, 1, 3, 1.41421, 2
1, 1, 1, 1, 3, 1.41421, 2
1, 1, 1, 1, 3, 1.41421, 2
1, 1, 1, 1, 4, 1.41421, 2
1, 1, 1, 1, 22, 1.41421, 3
1, 1, 1, 1, 17, 1.41421, 3
1, 1, 1, 1, 16, 1.41421, 3
1, 1, 1, 1, 11, 1.41421, 3
1, 1, 1, 1, 9, 1.41421, 3
1, 1, 1, 1, 22, 1.41421, 4
1, 1, 1, 1, 33, 1.41421, 4
1, 1, 1, 1, 35, 1.41421, 4
1, 1, 1, 1, 43, 1.41421, 4
1, 1, 1, 1, 45, 1.41421, 4
2, 2, 1, 1, 51, -1, 1
2, 2, 1, 1, 42, -1, 1
2, 2, 1, 1, 37, -1, 1
2, 2, 1, 1, 38, -1, 1
2, 2, 1, 1, 42, -1, 1
2, 2, 1, 1, 3, 8.83095, 2
2, 2, 1, 1, 1, 8.83095, 2
2, 2, 1, 1, 2, 8.83095, 2
2, 2, 1, 1, 2, 8.83095, 2
2, 2, 1, 1, 2, 8.83095, 2
2, 2, 1, 1, 12, 8.83095, 3
2, 2, 1, 1, 17, 8.83095, 3
2, 2, 1, 1, 23, 8.83095, 3
2, 2, 1, 1, 24, 8.83095, 3
2, 2, 1, 1, 28, 8.83095, 3
2, 2, 1, 1, 49, 8.83095, 4
2, 2, 1, 1, 34, 8.83095, 4
2, 2, 1, 1, 43, 8.83095, 4
2, 2, 1, 1, 41, 8.83095, 4
2, 2, 1, 1, 40, 8.83095, 4
2, 2, 1, 1, 48, -1, 1
2, 2, 1, 1, 44, -1, 1
2, 2, 1, 1, 30, -1, 1
2, 2, 1, 1, 45, -1, 1
2, 2, 1, 1, 37, -1, 1
2, 2, 1, 1, 2, 5, 2
2, 2, 1, 1, 4, 5, 2
2, 2, 1, 1, 4, 5, 2
2, 2, 1, 1, 5, 5, 2
2, 2, 1, 1, 4, 5, 2
2, 2, 1, 1, 14, 5, 3
2, 2, 1, 1, 16, 5, 3
2, 2, 1, 1, 16, 5, 3
2, 2, 1, 1, 15, 5, 3
2, 2, 1, 1, 17, 5, 3
2, 2, 1, 1, 34, 5, 4
2, 2, 1, 1, 28, 5, 4
2, 2, 1, 1, 25, 5, 4
2, 2, 1, 1, 28, 5, 4
2, 2, 1, 1, 33, 5, 4
2, 2, 1, 1, 36, -1, 1
2, 2, 1, 1, 50, -1, 1
2, 2, 1, 1, 47, -1, 1
2, 2, 1, 1, 54, -1, 1
2, 2, 1, 1, 54, -1, 1
2, 2, 1, 1, 4, 8.36575, 2
2, 2, 1, 1, 4, 8.36575, 2
2, 2, 1, 1, 3, 8.36575, 2
2, 2, 1, 1, 4, 8.36575, 2
2, 2, 1, 1, 4, 8.36575, 2
2, 2, 1, 1, 17, 8.36575, 3
2, 2, 1, 1, 13, 8.36575, 3
2, 2, 1, 1, 22, 8.36575, 3
2, 2, 1, 1, 13, 8.36575, 3
2, 2, 1, 1, 23, 8.36575, 3
2, 2, 1, 1, 35, 8.36575, 4
2, 2, 1, 1, 36, 8.36575, 4
2, 2, 1, 1, 35, 8.36575, 4
2, 2, 1, 1, 46, 8.36575, 4
2, 2, 1, 1, 45, 8.36575, 4
2, 2, 1, 1, 42, -1, 1
2, 2, 1, 1, 31, -1, 1
2, 2, 1, 1, 29, -1, 1
2, 2, 1, 1, 30, -1, 1
2, 2, 1, 1, 28, -1, 1
2, 2, 1, 1, 2, 5.12311, 2
2, 2, 1, 1, 2, 5.12311, 2
2, 2, 1, 1, 2, 5.12311, 2
2, 2, 1, 1, 3, 5.12311, 2
2, 2, 1, 1, 2, 5.12311, 2
2, 2, 1, 1, 12, 5.12311, 3
2, 2, 1, 1, 22, 5.12311, 3
2, 2, 1, 1, 17, 5.12311, 3
2, 2, 1, 1, 16, 5.12311, 3
2, 2, 1, 1, 17, 5.12311, 3
2, 2, 1, 1, 49, 5.12311, 4
2, 2, 1, 1, 45, 5.12311, 4
2, 2, 1, 1, 37, 5.12311, 4
2, 2, 1, 1, 29, 5.12311, 4
2, 2, 1, 1, 27, 5.12311, 4
2, 2, 1, 1, 35, -1, 1
2, 2, 1, 1, 28, -1, 1
2, 2, 1, 1, 31, -1, 1
2, 2, 1, 1, 46, -1, 1
2, 2, 1, 1, 48, -1, 1
2, 2, 1, 1, 2, 8.60555, 2
2, 2, 1, 1, 4, 8.60555, 2
2, 2, 1, 1, 4, 8.60555, 2
2, 2, 1, 1, 4, 8.60555, 2
2, 2, 1, 1, 5, 8.60555, 2
2, 2, 1, 1, 24, 8.60555, 3
2, 2, 1, 1, 17, 8.60555, 3
2, 2, 1, 1, 12, 8.60555, 3
2, 2, 1, 1, 11, 8.60555, 3
2, 2, 1, 1, 37, 8.60555, 3
2, 2, 1, 1, 44, 8.60555, 4
2, 2, 1, 1, 48, 8.60555, 4
2, 2, 1, 1, 56, 8.60555, 4
2, 2, 1, 1, 51, 8.60555, 4
2, 2, 1, 1, 43, 8.60555, 4
2, 2, 1, 1, 56, -1, 1
2, 2, 1, 1, 47, -1, 1
2, 2, 1, 1, 50, -1, 1
2, 2, 1, 1, 44, -1, 1
2, 2, 1, 1, 36, -1, 1
2, 2, 1, 1, 2, 4.16228, 2
2, 2, 1, 1, 2, 4.16228, 2
2, 2, 1, 1, 2, 4.16228, 2
2, 2, 1, 1, 2, 4.16228, 2
2, 2, 1, 1, 4, 4.16228, 2
2, 2, 1, 1, 21, 4.16228, 3
2, 2, 1, 1, 19, 4.16228, 3
2, 2, 1, 1, 21, 4.16228, 3
2, 2, 1, 1, 20, 4.16228, 3
2, 2, 1, 1, 19, 4.16228, 3
2, 2, 1, 1, 51, 4.16228, 4
2, 2, 1, 1, 52, 4.16228, 4
2, 2, 1, 1, 51, 4.16228, 4
2, 2, 1, 1, 50, 4.16228, 4
2, 2, 1, 1, 42, 4.16228, 4
2, 2, 1, 1, 38, -1, 1
2, 2, 1, 1, 61, -1, 1
2, 2, 1, 1, 41, -1, 1
2, 2, 1, 1, 49, -1, 1
2, 2, 1, 1, 46, -1, 1
2, 2, 1, 1, 4, 6, 2
2, 2, 1, 1, 3, 6, 2
2, 2, 1, 1, 3, 6, 2
2, 2, 1, 1, 3, 6, 2
2, 2, 1, 1, 3, 6, 2
2, 2, 1, 1, 13, 6, 3
2, 2, 1, 1, 10, 6, 3
2, 2, 1, 1, 11, 6, 3
2, 2, 1, 1, 11, 6, 3
2, 2, 1, 1, 10, 6, 3
2, 2, 1, 1, 32, 6, 4
2, 2, 1, 1, 32, 6, 4
2, 2, 1, 1, 60, 6, 4
2, 2, 1, 1, 60, 6, 4
2, 2, 1, 1, 63, 6, 4
2, 2, 1, 1, 66, -1, 1
2, 2, 1, 1, 45, -1, 1
2, 2, 1, 1, 45, -1, 1
2, 2, 1, 1, 41, -1, 1
2, 2, 1, 1, 35, -1, 1
2, 2, 1, 1, 2, 10, 2
2, 2, 1, 1, 2, 10, 2
2, 2, 1, 1, 2, 10, 2
2, 2, 1, 1, 2, 10, 2
2, 2, 1, 1, 2, 10, 2
2, 2, 1, 1, 13, 10, 3
2, 2, 1, 1, 13, 10, 3
2, 2, 1, 1, 12, 10, 3
2, 2, 1, 1, 22, 10, 3
2, 2, 1, 1, 21, 10, 3
2, 2, 1, 1, 66, 10, 4
2, 2, 1, 1, 48, 10, 4
2, 2, 1, 1, 27, 10, 4
2, 2, 1, 1, 29, 10, 4
2, 2, 1, 1, 40, 10, 4
3, 3, 1, 1, 74, -1, 1
3, 3, 1, 1, 76, -1, 1
3, 3, 1, 1, 75, -1, 1
3, 3, 1, 1, 78, -1, 1
3, 3, 1, 1, 100, -1, 1
3, 3, 1, 1, 5, 18.7063, 2
3, 3, 1, 1, 4, 18.7063, 2
3, 3, 1, 1, 4, 18.7063, 2
3, 3, 1, 1, 4, 18.7063, 2
3, 3, 1, 1, 4, 18.7063, 2
3, 3, 1, 1, 17, 18.7063, 3
3, 3, 1, 1, 13, 18.7063, 3
3, 3, 1, 1, 12, 18.7063, 3
3, 3, 1, 1, 15, 18.7063, 3
3, 3, 1, 1, 15, 18.7063, 3
3, 3, 1, 1, 51, 18.7063, 4
3, 3, 1, 1, 44, 18.7063, 4
3, 3, 1, 1, 55, 18.7063, 4
3, 3, 1, 1, 59, 18.7063, 4
3, 3, 1, 1, 57, 18.7063, 4
3, 3, 1, 1, 97, -1, 1
3, 3, 1, 1, 97, -1, 1
3, 3, 1, 1, 88, -1, 1
3, 3, 1, 1, 80, -1, 1
3, 3, 1, 1, 53, -1, 1
3, 3, 1, 1, 3, 12.0463, 2
3, 3, 1, 1, 2, 12.0463, 2
3, 3, 1, 1, 3, 12.0463, 2
3, 3, 1, 1, 4, 12.0463, 2
3, 3, 1, 1, 3, 12.0463, 2
3, 3, 1, 1, 22, 12.0463, 3
3, 3, 1, 1, 24, 12.0463, 3
3, 3, 1, 1, 23, 12.0463, 3
3, 3, 1, 1, 23, 12.0463, 3
3, 3, 1, 1, 23, 12.0463, 3
3, 3, 1, 1, 66, 12.0463, 4
3, 3, 1, 1, 63, 12.0463, 4
3, 3, 1, 1, 49, 12.0463, 4
3, 3, 1, 1, 39, 12.0463, 4
3, 3, 1, 1, 29, 12.0463, 4
3, 3, 1, 1, 53, -1, 1
3, 3, 1, 1, 89, -1, 1
3, 3, 1, 1, 71, -1, 1
3, 3, 1, 1, 89, -1, 1
3, 3, 1, 1, 89, -1, 1
3, 3, 1, 1, 5, 9.41421, 2
3, 3, 1, 1, 5, 9.41421, 2
3, 3, 1, 1, 5, 9.41421, 2
3, 3, 1, 1, 4, 9.41421, 2
3, 3, 1, 1, 6, 9.41421, 2
3, 3, 1, 1, 27, 9.41421, 3
3, 3, 1, 1, 18, 9.41421, 3
3, 3, 1, 1, 20, 9.41421, 3
3, 3, 1, 1, 22, 9.41421, 3
3, 3, 1, 1, 24, 9.41421, 3
3, 3, 1, 1, 70, 9.41421, 4
3, 3, 1, 1, 50, 9.41421, 4
3, 3, 1, 1, 52, 9.41421, 4
3, 3, 1, 1, 52, 9.41421, 4
3, 3, 1, 1, 39, 9.41421, 4
3, 3, 1, 1, 109, -1, 1
3, 3, 1, 1, 106, -1, 1
3, 3, 1, 1, 79, -1, 1
3, 3, 1, 1, 78, -1, 1
3, 3, 1, 1, 97, -1, 1
3, 3, 1, 1, 6, 14.6152, 2
3, 3, 1, 1, 5, 14.6152, 2
3, 3, 1, 1, 5, 14.6152, 2
3, 3, 1, 1, 4, 14.6152, 2
3, 3, 1, 1, 3, 14.6152, 2
3, 3, 1, 1, 17, 14.6152, 3
3, 3, 1, 1, 24, 14.6152, 3
3, 3, 1, 1, 12, 14.6152, 3
3, 3, 1, 1, 11, 14.6152, 3
3, 3, 1, 1, 12, 14.6152, 3
3, 3, 1, 1, 32, 14.6152, 4
3, 3, 1, 1, 29, 14.6152, 4
3, 3, 1, 1, 36, 14.6152, 4
3, 3, 1, 1, 35, 14.6152, 4
3, 3, 1, 1, 37, 14.6152, 4
3, 3, 1, 1, 120, -1, 1
3, 3, 1, 1, 148, -1, 1
3, 3, 1, 1, 140, -1, 1
3, 3, 1, 1, 74, -1, 1
3, 3, 1, 1, 82, -1, 1
3, 3, 1, 1, 4, 13.8389, 2
3, 3, 1, 1, 4, 13.8389, 2
3, 3, 1, 1, 2, 13.8389, 2
3, 3, 1, 1, 3, 13.8389, 2
3, 3, 1, 1, 3, 13.8389, 2
3, 3, 1, 1, 19, 13.8389, 3
3, 3, 1, 1, 25, 13.8389, 3
3, 3, 1, 1, 21, 13.8389, 3
3, 3, 1, 1, 22, 13.8389, 3
3, 3, 1, 1, 19, 13.8389, 3
3, 3, 1, 1, 42, 13.8389, 4
3, 3, 1, 1, 46, 13.8389, 4
3, 3, 1, 1, 45, 13.8389, 4
3, 3, 1, 1, 35, 13.8389, 4
3, 3, 1, 1, 38, 13.8389, 4
3, 3, 1, 1, 62, -1, 1
3, 3, 1, 1, 67, -1, 1
3, 3, 1, 1, 69, -1, 1
3, 3, 1, 1, 83, -1, 1
3, 3, 1, 1, 85, -1, 1
3, 3, 1, 1, 5, 14.7082, 2
3, 3, 1, 1, 4, 14.7082, 2
3, 3, 1, 1, 5, 14.7082, 2
3, 3, 1, 1, 4, 14.7082, 2
3, 3, 1, 1, 5, 14.7082, 2
3, 3, 1, 1, 25, 14.7082, 3
3, 3, 1, 1, 18, 14.7082, 3
3, 3, 1, 1, 17, 14.7082, 3
3, 3, 1, 1, 13, 14.7082, 3
3, 3, 1, 1, 11, 14.7082, 3
3, 3, 1, 1, 44, 14.7082, 4
3, 3, 1, 1, 32, 14.7082, 4
3, 3, 1, 1, 55, 14.7082, 4
3, 3, 1, 1, 39, 14.7082, 4
3, 3, 1, 1, 34, 14.7082, 4
3, 3, 1, 1, 62, -1, 1
3, 3, 1, 1, 77, -1, 1
3, 3, 1, 1, 80, -1, 1
3, 3, 1, 1, 79, -1, 1
3, 3, 1, 1, 63, -1, 1
3, 3, 1, 1, 4, 20.2824, 2
3, 3, 1, 1, 4, 20.2824, 2
3, 3, 1, 1, 4, 20.2824, 2
3, 3, 1, 1, 5, 20.2824, 2
3, 3, 1, 1, 3, 20.2824, 2
3, 3, 1, 1, 14, 20.2824, 3
3, 3, 1, 1, 11, 20.2824, 3
3, 3, 1, 1, 12, 20.2824, 3
3, 3, 1, 1, 21, 20.2824, 3
3, 3, 1, 1, 22, 20.2824, 3
3, 3, 1, 1, 52, 20.2824, 4
3, 3, 1, 1, 70, 20.2824, 4
3, 3, 1, 1, 51, 20.2824, 4
3, 3, 1, 1, 47, 20.2824, 4
3, 3, 1, 1, 47, 20.2824, 4
3, 3, 1, 1, 79, -1, 1
3, 3, 1, 1, 80, -1, 1
3, 3, 1, 1, 51, -1, 1
3, 3, 1, 1, 48, -1, 1
3, 3, 1, 1, 47, -1, 1
3, 3, 1, 1, 3, 16.6525, 2
3, 3, 1, 1, 4, 16.6525, 2
3, 3, 1, 1, 2, 16.6525, 2
3, 3, 1, 1, 5, 16.6525, 2
3, 3, 1, 1, 8, 16.6525, 2
3, 3, 1, 1, 30, 16.6525, 3
3, 3, 1, 1, 28, 16.6525, 3
3, 3, 1, 1, 17, 16.6525, 3
3, 3, 1, 1, 15, 16.6525, 3
3, 3, 1, 1, 16, 16.6525, 3
3, 3, 1, 1, 34, 16.6525, 4
3, 3, 1, 1, 32, 16.6525, 4
3, 3, 1, 1, 29, 16.6525, 4
3, 3, 1, 1, 29, 16.6525, 4
3, 3, 1, 1, 37, 16.6525, 4
1, 4, 1, 1, 0, -1, 1
1, 4, 1, 1, 0, -1, 1
1, 4, 1, 1, 0, -1, 1
1, 4, 1, 1, 0, -1, 1
1, 4, 1, 1, 1, -1, 1
1, 4, 1, 1, 0, -1, 2
1, 4, 1, 1, 0, -1, 2
1, 4, 1, 1, 0, -1, 2
1, 4, 1, 1, 0, -1, 2
1, 4, 1, 1, 0, -1, 2
1, 4, 1, 1, 0, -1, 3
1, 4, 1, 1, 0, -1, 3
1, 4, 1, 1, 0, -1, 3
1, 4, 1, 1, 0, -1, 3
1, 4, 1, 1, 0, -1, 3
1, 4, 1, 1, 1, -1, 4
1, 4, 1, 1, 1, -1, 4
1, 4, 1, 1, 0, -1, 4
1, 4, 1, 1, 1, -1, 4
1, 4, 1, 1, 1, -1, 4
1, 1, 2, 1, 62, 2, 1
1, 1, 2, 1, 66, 2, 1
1, 1, 2, 1, 68, 2, 1
1, 1, 2, 1, 66, 2, 1
1, 1, 2, 1, 53, 2, 1
1, 1, 2, 1, 3, 2, 2
1, 1, 2, 1, 1, 2, 2
1, 1, 2, 1, 3, 2, 2
1, 1, 2, 1, 2, 2, 2
1, 1, 2, 1, 2, 2, 2
1, 1, 2, 1, 11, 2, 3
1, 1, 2, 1, 10, 2, 3
1, 1, 2, 1, 10, 2, 3
1, 1, 2, 1, 10, 2, 3
1, 1, 2, 1, 17, 2, 3
1, 1, 2, 1, 77, 2, 4
1, 1, 2, 1, 71, 2, 4
1, 1, 2, 1, 69, 2, 4
1, 1, 2, 1, 73, 2, 4
1, 1, 2, 1, 73, 2, 4
1, 1, 2, 1, 73, 2, 1
1, 1, 2, 1, 74, 2, 1
1, 1, 2, 1, 62, 2, 1
1, 1, 2, 1, 68, 2, 1
1, 1, 2, 1, 64, 2, 1
1, 1, 2, 1, 4, 2, 2
1, 1, 2, 1, 3, 2, 2
1, 1, 2, 1, 2, 2, 2
1, 1, 2, 1, 3, 2, 2
1, 1, 2, 1, 2, 2, 2
1, 1, 2, 1, 9, 2, 3
1, 1, 2, 1, 7, 2, 3
1, 1, 2, 1, 8, 2, 3
1, 1, 2, 1, 8, 2, 3
1, 1, 2, 1, 10, 2, 3
1, 1, 2, 1, 75, 2, 4
1, 1, 2, 1, 116, 2, 4
1, 1, 2, 1, 96, 2, 4
1, 1, 2, 1, 93, 2, 4
1, 1, 2, 1, 96, 2, 4
1, 1, 2, 1, 49, 0, 1
1, 1, 2, 1, 46, 0, 1
1, 1, 2, 1, 48, 0, 1
1, 1, 2, 1, 39, 0, 1
1, 1, 2, 1, 35, 0, 1
1, 1, 2, 1, 2, 0, 2
1, 1, 2, 1, 2, 0, 2
1, 1, 2, 1, 2, 0, 2
1, 1, 2, 1, 1, 0, 2
1, 1, 2, 1, 2, 0, 2
1, 1, 2, 1, 13, 0, 3
1, 1, 2, 1, 20, 0, 3
1, 1, 2, 1, 25, 0, 3
1, 1, 2, 1, 16, 0, 3
1, 1, 2, 1, 16, 0, 3
1, 1, 2, 1, 181, 0, 4
1, 1, 2, 1, 168, 0, 4
1, 1, 2, 1, 114, 0, 4
1, 1, 2, 1, 101, 0, 4
1, 1, 2, 1, 88, 0, 4
1, 1, 2, 1, 40, 3.16228, 1
1, 1, 2, 1, 35, 3.16228, 1
1, 1, 2, 1, 54, 3.16228, 1
1, 1, 2, 1, 44, 3.16228, 1
1, 1, 2, 1, 50, 3.16228, 1
1, 1, 2, 1, 2, 3.16228, 2
1, 1, 2, 1, 2, 3.16228, 2
1, 1, 2, 1, 3, 3.16228, 2
1, 1, 2, 1, 2, 3.16228, 2
1, 1, 2, 1, 2, 3.16228, 2
1, 1, 2, 1, 15, 3.16228, 3
1, 1, 2, 1, 12, 3.16228, 3
1, 1, 2, 1, 11, 3.16228, 3
1, 1, 2, 1, 10, 3.16228, 3
1, 1, 2, 1, 8, 3.16228, 3
1, 1, 2, 1, 75, 3.16228, 4
1, 1, 2, 1, 94, 3.16228, 4
1, 1, 2, 1, 98, 3.16228, 4
1, 1, 2, 1, 121, 3.16228, 4
1, 1, 2, 1, 146, 3.16228, 4
1, 1, 2, 1, 87, 4.12311, 1
1, 1, 2, 1, 85, 4.12311, 1
1, 1, 2, 1, 82, 4.12311, 1
1, 1, 2, 1, 78, 4.12311, 1
1, 1, 2, 1, 78, 4.12311, 1
1, 1, 2, 1, 3, 4.12311, 2
1, 1, 2, 1, 3, 4.12311, 2
1, 1, 2, 1, 3, 4.12311, 2
1, 1, 2, 1, 2, 4.12311, 2
1, 1, 2, 1, 2, 4.12311, 2
1, 1, 2, 1, 14, 4.12311, 3
1, 1, 2, 1, 12, 4.12311, 3
1, 1, 2, 1, 16, 4.12311, 3
1, 1, 2, 1, 10, 4.12311, 3
1, 1, 2, 1, 12, 4.12311, 3
1, 1, 2, 1, 161, 4.12311, 4
1, 1, 2, 1, 118, 4.12311, 4
1, 1, 2, 1, 122, 4.12311, 4
1, 1, 2, 1, 131, 4.12311, 4
1, 1, 2, 1, 84, 4.12311, 4
1, 1, 2, 1, 38, 0, 1
1, 1, 2, 1, 35, 0, 1
1, 1, 2, 1, 35, 0, 1
1, 1, 2, 1, 38, 0, 1
1, 1, 2, 1, 53, 0, 1
1, 1, 2, 1, 2, 0, 2
1, 1, 2, 1, 2, 0, 2
1, 1, 2, 1, 3, 0, 2
1, 1, 2, 1, 2, 0, 2
1, 1, 2, 1, 3, 0, 2
1, 1, 2, 1, 11, 0, 3
1, 1, 2, 1, 9, 0, 3
1, 1, 2, 1, 11, 0, 3
1, 1, 2, 1, 9, 0, 3
1, 1, 2, 1, 11, 0, 3
1, 1, 2, 1, 105, 0, 4
1, 1, 2, 1, 104, 0, 4
1, 1, 2, 1, 106, 0, 4
1, 1, 2, 1, 109, 0, 4
1, 1, 2, 1, 108, 0, 4
1, 1, 2, 1, 51, 2, 1
1, 1, 2, 1, 72, 2, 1
1, 1, 2, 1, 61, 2, 1
1, 1, 2, 1, 63, 2, 1
1, 1, 2, 1, 51, 2, 1
1, 1, 2, 1, 2, 2, 2
1, 1, 2, 1, 2, 2, 2
1, 1, 2, 1, 2, 2, 2
1, 1, 2, 1, 2, 2, 2
1, 1, 2, 1, 2, 2, 2
1, 1, 2, 1, 11, 2, 3
1, 1, 2, 1, 13, 2, 3
1, 1, 2, 1, 15, 2, 3
1, 1, 2, 1, 14, 2, 3
1, 1, 2, 1, 12, 2, 3
1, 1, 2, 1, 178, 2, 4
1, 1, 2, 1, 167, 2, 4
1, 1, 2, 1, 170, 2, 4
1, 1, 2, 1, 117, 2, 4
1, 1, 2, 1, 92, 2, 4
2, 2, 2, 1, 97, 12.0777, 1
2, 2, 2, 1, 90, 12.0777, 1
2, 2, 2, 1, 93, 12.0777, 1
2, 2, 2, 1, 90, 12.0777, 1
2, 2, 2, 1, 93, 12.0777, 1
