Cantidad de gimnasios,Cantidad de paradas,Capacidad de la mochila,Numero de repeticion,Tiempo,Cantidad de instancias visitadas,Cantidad de instancias calculadas,Tamano del camino,Version de podas,Cantidad de podas 1,Cantidad de podas 2
4.0,4.0,1.0,0,3173.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,1,3263.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,2,3016.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,3,4046.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,4,3160.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,5,4245.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,6,3840.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,7,12034.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,0,3003.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,1,2908.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,2,3323.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,3,3350.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,4,3447.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,5,3940.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,6,3022.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,7,5250.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,0,4494.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,1,4341.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,2,4563.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,3,3061.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,4,3184.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,5,3018.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,6,3651.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,7,4104.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,0,3045.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,1,3026.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,2,4481.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,3,3940.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,4,6917.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,5,3980.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,6,4768.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,7,5689.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,0,4241.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,1,3710.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,2,3423.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,3,3951.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,4,6072.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,5,3031.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,6,4784.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,7,6769.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,0,5420.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,1,3441.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,2,4067.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,3,5203.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,4,5177.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,5,3207.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,6,4657.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,7,3926.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,0,3831.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,1,4150.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,2,5036.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,3,3727.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,4,2920.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,5,3002.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,6,6656.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,7,7165.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,0,4198.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,1,4095.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,2,4192.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,3,3977.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,4,4058.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,5,3099.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,6,4070.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,1.0,7,3941.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,0,9020.0,1023.0,506.0,7.0,3.0,256.0,33.0
4.0,4.0,2.0,1,7573.0,1023.0,506.0,7.0,3.0,256.0,33.0
4.0,4.0,2.0,2,6148.0,1023.0,506.0,7.0,3.0,256.0,33.0
4.0,4.0,2.0,3,7045.0,1023.0,506.0,7.0,3.0,256.0,33.0
4.0,4.0,2.0,4,8117.0,1023.0,506.0,7.0,3.0,256.0,33.0
4.0,4.0,2.0,5,7088.0,1023.0,506.0,7.0,3.0,256.0,33.0
4.0,4.0,2.0,6,6716.0,1023.0,506.0,7.0,3.0,256.0,33.0
4.0,4.0,2.0,7,8594.0,1023.0,506.0,7.0,3.0,256.0,33.0
4.0,4.0,2.0,0,4996.0,979.0,501.0,7.0,3.0,251.0,70.0
4.0,4.0,2.0,1,5355.0,979.0,501.0,7.0,3.0,251.0,70.0
4.0,4.0,2.0,2,5585.0,979.0,501.0,7.0,3.0,251.0,70.0
4.0,4.0,2.0,3,6359.0,979.0,501.0,7.0,3.0,251.0,70.0
4.0,4.0,2.0,4,5048.0,979.0,501.0,7.0,3.0,251.0,70.0
4.0,4.0,2.0,5,5292.0,979.0,501.0,7.0,3.0,251.0,70.0
4.0,4.0,2.0,6,10124.0,979.0,501.0,7.0,3.0,251.0,70.0
4.0,4.0,2.0,7,7088.0,979.0,501.0,7.0,3.0,251.0,70.0
4.0,4.0,2.0,0,4042.0,729.0,376.0,7.0,3.0,196.0,19.0
4.0,4.0,2.0,1,4950.0,729.0,376.0,7.0,3.0,196.0,19.0
4.0,4.0,2.0,2,6286.0,729.0,376.0,7.0,3.0,196.0,19.0
4.0,4.0,2.0,3,5378.0,729.0,376.0,7.0,3.0,196.0,19.0
4.0,4.0,2.0,4,3874.0,729.0,376.0,7.0,3.0,196.0,19.0
4.0,4.0,2.0,5,5332.0,729.0,376.0,7.0,3.0,196.0,19.0
4.0,4.0,2.0,6,5278.0,729.0,376.0,7.0,3.0,196.0,19.0
4.0,4.0,2.0,7,5411.0,729.0,376.0,7.0,3.0,196.0,19.0
4.0,4.0,2.0,0,4585.0,740.0,376.0,7.0,3.0,196.0,8.0
4.0,4.0,2.0,1,4279.0,740.0,376.0,7.0,3.0,196.0,8.0
4.0,4.0,2.0,2,4012.0,740.0,376.0,7.0,3.0,196.0,8.0
4.0,4.0,2.0,3,6790.0,740.0,376.0,7.0,3.0,196.0,8.0
4.0,4.0,2.0,4,4695.0,740.0,376.0,7.0,3.0,196.0,8.0
4.0,4.0,2.0,5,4077.0,740.0,376.0,7.0,3.0,196.0,8.0
4.0,4.0,2.0,6,4352.0,740.0,376.0,7.0,3.0,196.0,8.0
4.0,4.0,2.0,7,9374.0,740.0,376.0,7.0,3.0,196.0,8.0
4.0,4.0,2.0,0,4797.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,1,3305.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,2,3472.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,3,3294.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,4,4521.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,5,4503.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,6,3294.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,7,3322.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,0,3363.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,1,3312.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,2,4475.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,3,3340.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,4,5418.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,5,4257.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,6,3425.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,7,4456.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,2.0,0,4141.0,728.0,375.0,7.0,3.0,195.0,19.0
4.0,4.0,2.0,1,4917.0,728.0,375.0,7.0,3.0,195.0,19.0
4.0,4.0,2.0,2,4871.0,728.0,375.0,7.0,3.0,195.0,19.0
4.0,4.0,2.0,3,4037.0,728.0,375.0,7.0,3.0,195.0,19.0
4.0,4.0,2.0,4,5373.0,728.0,375.0,7.0,3.0,195.0,19.0
4.0,4.0,2.0,5,3952.0,728.0,375.0,7.0,3.0,195.0,19.0
4.0,4.0,2.0,6,3937.0,728.0,375.0,7.0,3.0,195.0,19.0
4.0,4.0,2.0,7,4007.0,728.0,375.0,7.0,3.0,195.0,19.0
4.0,4.0,2.0,0,14598.0,743.0,376.0,7.0,3.0,196.0,5.0
4.0,4.0,2.0,1,4043.0,743.0,376.0,7.0,3.0,196.0,5.0
4.0,4.0,2.0,2,5844.0,743.0,376.0,7.0,3.0,196.0,5.0
4.0,4.0,2.0,3,4818.0,743.0,376.0,7.0,3.0,196.0,5.0
4.0,4.0,2.0,4,4101.0,743.0,376.0,7.0,3.0,196.0,5.0
4.0,4.0,2.0,5,4484.0,743.0,376.0,7.0,3.0,196.0,5.0
4.0,4.0,2.0,6,8803.0,743.0,376.0,7.0,3.0,196.0,5.0
4.0,4.0,2.0,7,6769.0,743.0,376.0,7.0,3.0,196.0,5.0
4.0,4.0,3.0,0,5791.0,733.0,376.0,8.0,3.0,196.0,15.0
4.0,4.0,3.0,1,5622.0,733.0,376.0,8.0,3.0,196.0,15.0
4.0,4.0,3.0,2,5580.0,733.0,376.0,8.0,3.0,196.0,15.0
4.0,4.0,3.0,3,4320.0,733.0,376.0,8.0,3.0,196.0,15.0
4.0,4.0,3.0,4,6407.0,733.0,376.0,8.0,3.0,196.0,15.0
4.0,4.0,3.0,5,9800.0,733.0,376.0,8.0,3.0,196.0,15.0
4.0,4.0,3.0,6,5975.0,733.0,376.0,8.0,3.0,196.0,15.0
4.0,4.0,3.0,7,5272.0,733.0,376.0,8.0,3.0,196.0,15.0
4.0,4.0,3.0,0,6441.0,1021.0,526.0,7.0,3.0,264.0,59.0
4.0,4.0,3.0,1,9760.0,1021.0,526.0,7.0,3.0,264.0,59.0
4.0,4.0,3.0,2,5938.0,1021.0,526.0,7.0,3.0,264.0,59.0
4.0,4.0,3.0,3,5839.0,1021.0,526.0,7.0,3.0,264.0,59.0
4.0,4.0,3.0,4,8052.0,1021.0,526.0,7.0,3.0,264.0,59.0
4.0,4.0,3.0,5,6493.0,1021.0,526.0,7.0,3.0,264.0,59.0
4.0,4.0,3.0,6,5655.0,1021.0,526.0,7.0,3.0,264.0,59.0
4.0,4.0,3.0,7,6800.0,1021.0,526.0,7.0,3.0,264.0,59.0
4.0,4.0,3.0,0,6015.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,3.0,1,3587.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,3.0,2,4289.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,3.0,3,4646.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,3.0,4,14125.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,3.0,5,3791.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,3.0,6,4138.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,3.0,7,10980.0,564.0,280.0,8.0,3.0,144.0,0.0
4.0,4.0,3.0,0,5343.0,563.0,280.0,8.0,3.0,144.0,1.0
4.0,4.0,3.0,1,6287.0,563.0,280.0,8.0,3.0,144.0,1.0
4.0,4.0,3.0,2,7782.0,563.0,280.0,8.0,3.0,144.0,1.0
4.0,4.0,3.0,3,5233.0,563.0,280.0,8.0,3.0,144.0,1.0
4.0,4.0,3.0,4,4889.0,563.0,280.0,8.0,3.0,144.0,1.0
4.0,4.0,3.0,5,5770.0,563.0,280.0,8.0,3.0,144.0,1.0
4.0,4.0,3.0,6,5457.0,563.0,280.0,8.0,3.0,144.0,1.0
4.0,4.0,3.0,7,4838.0,563.0,280.0,8.0,3.0,144.0,1.0
4.0,4.0,3.0,0,4438.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,1,4261.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,2,10452.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,3,5122.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,4,4543.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,5,5451.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,6,7566.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,7,4366.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,0,4460.0,741.0,376.0,7.0,3.0,196.0,7.0
4.0,4.0,3.0,1,4321.0,741.0,376.0,7.0,3.0,196.0,7.0
4.0,4.0,3.0,2,5806.0,741.0,376.0,7.0,3.0,196.0,7.0
4.0,4.0,3.0,3,4175.0,741.0,376.0,7.0,3.0,196.0,7.0
4.0,4.0,3.0,4,5938.0,741.0,376.0,7.0,3.0,196.0,7.0
4.0,4.0,3.0,5,4286.0,741.0,376.0,7.0,3.0,196.0,7.0
4.0,4.0,3.0,6,11096.0,741.0,376.0,7.0,3.0,196.0,7.0
4.0,4.0,3.0,7,4748.0,741.0,376.0,7.0,3.0,196.0,7.0
4.0,4.0,3.0,0,7573.0,886.0,446.0,7.0,3.0,228.0,22.0
4.0,4.0,3.0,1,14756.0,886.0,446.0,7.0,3.0,228.0,22.0
4.0,4.0,3.0,2,4739.0,886.0,446.0,7.0,3.0,228.0,22.0
4.0,4.0,3.0,3,5123.0,886.0,446.0,7.0,3.0,228.0,22.0
4.0,4.0,3.0,4,5172.0,886.0,446.0,7.0,3.0,228.0,22.0
4.0,4.0,3.0,5,6383.0,886.0,446.0,7.0,3.0,228.0,22.0
4.0,4.0,3.0,6,4888.0,886.0,446.0,7.0,3.0,228.0,22.0
4.0,4.0,3.0,7,7216.0,886.0,446.0,7.0,3.0,228.0,22.0
4.0,4.0,3.0,0,5533.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,1,4254.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,2,4327.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,3,5928.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,4,5623.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,5,4332.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,6,6381.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,3.0,7,5617.0,734.0,376.0,7.0,3.0,196.0,14.0
4.0,4.0,4.0,0,10545.0,1518.0,665.0,7.0,3.0,209.0,16.0
4.0,4.0,4.0,1,7953.0,1518.0,665.0,7.0,3.0,209.0,16.0
4.0,4.0,4.0,2,8985.0,1518.0,665.0,7.0,3.0,209.0,16.0
4.0,4.0,4.0,3,8078.0,1518.0,665.0,7.0,3.0,209.0,16.0
4.0,4.0,4.0,4,8960.0,1518.0,665.0,7.0,3.0,209.0,16.0
4.0,4.0,4.0,5,13217.0,1518.0,665.0,7.0,3.0,209.0,16.0
