paradas, gimnasios, mochila, amplitud, promedio de tiempo, desviación estandar de tiempo 
5, 0, 6, 4, 5.66666666667, 1.1352924244
5, 0, 7, 0, 7.06666666667, 1.43604394857
5, 0, 7, 1, 5.06666666667, 1.18133634311
5, 0, 7, 2, 2.93333333333, 1.56914697279
5, 0, 7, 3, 3.06666666667, 0.853749898324
5, 0, 7, 4, 5.4, 1.35646599663
5, 0, 8, 0, 6.13333333333, 2.39072281027
5, 0, 8, 1, 4.13333333333, 1.8208667045
5, 0, 8, 2, 3.53333333333, 1.89267594221
5, 0, 8, 3, 4.6, 1.8903262505
5, 0, 8, 4, 4.0, 1.41421356237
5, 0, 9, 0, 6.4, 1.95959179423
5, 0, 9, 1, 4.73333333333, 2.29395340454
5, 0, 9, 2, 6.8, 2.99332590942
5, 0, 9, 3, 5.86666666667, 1.58605030045
5, 0, 9, 4, 5.93333333333, 2.59401019445
5, 1, 0, 0, 5.73333333333, 2.46215804168
5, 1, 0, 1, 6.86666666667, 1.92757763931
5, 1, 0, 2, 3.66666666667, 1.53478192443
5, 1, 0, 3, 8.93333333333, 0.442216638714
5, 1, 0, 4, 8.13333333333, 1.74610678049
5, 1, 1, 0, 2.93333333333, 0.679869268479
5, 1, 1, 1, 8.33333333333, 2.02210011841
5, 1, 1, 2, 7.13333333333, 2.06128331117
5, 1, 1, 3, 4.93333333333, 1.65193489245
5, 1, 1, 4, 5.0, 2.12916258969
5, 1, 2, 0, 4.13333333333, 3.46153466287
5, 1, 2, 1, 7.66666666667, 2.385139176
5, 1, 2, 2, 6.4, 1.66533279957
5, 1, 2, 3, 3.53333333333, 1.49962958389
5, 1, 2, 4, 6.06666666667, 1.5260697523
5, 1, 3, 0, 8.2, 1.46969384567
5, 1, 3, 1, 7.4, 2.0591260282
5, 1, 3, 2, 8.46666666667, 2.6799668323
5, 1, 3, 3, 7.93333333333, 1.84270332814
5, 1, 3, 4, 6.26666666667, 3.0214051183
5, 1, 4, 0, 8.26666666667, 3.33599893419
5, 1, 4, 1, 11.0666666667, 1.23648246607
5, 1, 4, 2, 4.26666666667, 0.99777530314
5, 1, 4, 3, 7.33333333333, 1.24721912892
5, 1, 4, 4, 5.66666666667, 2.14993539955
5, 1, 5, 0, 8.73333333333, 2.43493098237
5, 1, 5, 1, 7.73333333333, 3.641733409
5, 1, 5, 2, 7.4, 3.5364765893
5, 1, 5, 3, 8.4, 1.81842422626
5, 1, 5, 4, 8.66666666667, 2.89059778516
5, 1, 6, 0, 5.86666666667, 3.2427697352
5, 1, 6, 1, 7.2, 1.32664991614
5, 1, 6, 2, 5.2, 2.56124969497
5, 1, 6, 3, 7.73333333333, 2.86278807381
5, 1, 6, 4, 4.13333333333, 0.33993463424
5, 1, 7, 0, 6.66666666667, 3.57149206293
5, 1, 7, 1, 6.33333333333, 2.21108319357
5, 1, 7, 2, 8.06666666667, 4.72534537245
5, 1, 7, 3, 8.73333333333, 7.04714284105
5, 1, 7, 4, 7.73333333333, 2.88598144292
5, 1, 8, 0, 12.0666666667, 1.87853370715
5, 1, 8, 1, 10.4, 4.16012820315
5, 1, 8, 2, 11.0666666667, 4.29676881182
5, 1, 8, 3, 8.6, 1.25432584815
5, 1, 8, 4, 7.0, 2.73252020426
5, 1, 9, 0, 10.2666666667, 2.48908729368
5, 1, 9, 1, 10.2, 3.4292856399
5, 1, 9, 2, 8.33333333333, 7.44461028008
5, 1, 9, 3, 8.6, 1.35646599663
5, 1, 9, 4, 10.0666666667, 8.52030255071
5, 2, 0, 0, 10.7333333333, 2.59401019445
5, 2, 0, 1, 7.53333333333, 4.08030499949
5, 2, 0, 2, 9.66666666667, 2.89059778516
5, 2, 0, 3, 6.8, 2.4819347292
5, 2, 0, 4, 9.13333333333, 4.44022021476
5, 2, 1, 0, 9.0, 2.2803508502
5, 2, 1, 1, 5.2, 2.4276188608
5, 2, 1, 2, 8.73333333333, 2.54209012866
5, 2, 1, 3, 9.2, 2.5086516963
5, 2, 1, 4, 6.6, 2.30362033909
5, 2, 2, 0, 9.53333333333, 2.52630604287
5, 2, 2, 1, 4.46666666667, 2.02868320729
5, 2, 2, 2, 6.46666666667, 3.94743235816
5, 2, 2, 3, 6.13333333333, 1.78387842137
5, 2, 2, 4, 4.86666666667, 2.21710521978
5, 2, 3, 0, 10.6666666667, 3.35989417823
5, 2, 3, 1, 8.2, 2.58714772159
5, 2, 3, 2, 6.0, 3.32665998663
5, 2, 3, 3, 8.13333333333, 3.11697859402
5, 2, 3, 4, 12.4666666667, 2.09337579575
5, 2, 4, 0, 10.2, 3.85054108752
5, 2, 4, 1, 6.0, 3.32665998663
5, 2, 4, 2, 10.2, 1.6
5, 2, 4, 3, 12.9333333333, 2.35135894514
5, 2, 4, 4, 7.86666666667, 2.39072281027
5, 2, 5, 0, 10.8666666667, 4.7870194856
5, 2, 5, 1, 9.0, 2.47655674947
5, 2, 5, 2, 13.0, 2.0
5, 2, 5, 3, 7.66666666667, 3.15524255099
5, 2, 5, 4, 13.3333333333, 3.51504702039
5, 2, 6, 0, 10.9333333333, 3.19304800395
5, 2, 6, 1, 10.9333333333, 5.45853053079
5, 2, 6, 2, 14.1333333333, 3.64904858224
5, 2, 6, 3, 8.2, 2.92574776767
5, 2, 6, 4, 11.4666666667, 3.59382185918
5, 2, 7, 0, 16.8666666667, 4.20898509804
5, 2, 7, 1, 9.8, 3.01551543411
5, 2, 7, 2, 15.5333333333, 5.17515431869
5, 2, 7, 3, 13.2, 4.06939798988
5, 2, 7, 4, 8.4, 3.61109401705
5, 2, 8, 0, 15.2, 3.93615717843
5, 2, 8, 1, 9.66666666667, 4.48206301706
5, 2, 8, 2, 6.0, 1.15470053838
5, 2, 8, 3, 17.9333333333, 1.65193489245
5, 2, 8, 4, 7.26666666667, 3.74996296278
5, 2, 9, 0, 8.8, 4.66476151588
5, 2, 9, 1, 14.6, 4.77214137818
5, 2, 9, 2, 12.8666666667, 4.41008944228
5, 2, 9, 3, 14.4, 3.66606055596
5, 2, 9, 4, 12.4, 3.22076595445
5, 3, 0, 0, 12.5333333333, 4.55875226594
5, 3, 0, 1, 11.6, 3.97994974843
5, 3, 0, 2, 12.6, 2.77608837515
5, 3, 0, 3, 13.4, 3.73809220503
5, 3, 0, 4, 8.8, 4.81940521918
5, 3, 1, 0, 12.1333333333, 3.15946549629
5, 3, 1, 1, 6.46666666667, 3.36386021641
5, 3, 1, 2, 10.6666666667, 3.94405318873
5, 3, 1, 3, 9.66666666667, 5.04204544032
5, 3, 1, 4, 15.0, 2.96647939484
5, 3, 2, 0, 12.0, 2.98886823619
5, 3, 2, 1, 11.5333333333, 1.92757763931
5, 3, 2, 2, 10.0666666667, 3.97436228288
5, 3, 2, 3, 12.9333333333, 4.07376429799
5, 3, 2, 4, 12.8, 2.97097066069
5, 3, 3, 0, 16.7333333333, 4.02437020608
5, 3, 3, 1, 11.4666666667, 3.26326353347
5, 3, 3, 2, 10.6, 3.02875111776
5, 3, 3, 3, 5.66666666667, 2.52102272016
5, 3, 3, 4, 14.3333333333, 3.89301368551
5, 3, 4, 0, 14.0666666667, 4.85065860362
5, 3, 4, 1, 8.53333333333, 4.45520918576
5, 3, 4, 2, 16.0666666667, 4.32768863123
5, 3, 4, 3, 15.3333333333, 3.77123616633
5, 3, 4, 4, 8.2, 1.90438091428
5, 3, 5, 0, 13.7333333333, 5.2085399959
5, 3, 5, 1, 18.5333333333, 8.29350482138
5, 3, 5, 2, 19.2, 4.41512551728
5, 3, 5, 3, 14.0, 6.87992248018
5, 3, 5, 4, 7.8, 3.22903494355
5, 3, 6, 0, 17.7333333333, 6.14780900448
5, 3, 6, 1, 18.6, 3.66606055596
5, 3, 6, 2, 8.33333333333, 1.95505043982
5, 3, 6, 3, 17.7333333333, 2.88598144292
5, 3, 6, 4, 12.7333333333, 4.00777023072
5, 3, 7, 0, 13.9333333333, 5.33499973966
5, 3, 7, 1, 11.6666666667, 3.71782493163
5, 3, 7, 2, 14.8, 5.70613704707
5, 3, 7, 3, 7.2, 1.90438091428
5, 3, 7, 4, 14.5333333333, 4.45520918576
5, 3, 8, 0, 9.86666666667, 3.80992854993
5, 3, 8, 1, 15.8, 4.19841239836
5, 3, 8, 2, 13.2666666667, 5.97178551375
5, 3, 8, 3, 13.5333333333, 3.095516471
5, 3, 8, 4, 16.5333333333, 2.77768888747
5, 3, 9, 0, 8.6, 3.86091526282
5, 3, 9, 1, 17.2, 4.38482230731
5, 3, 9, 2, 17.9333333333, 3.51125175527
5, 3, 9, 3, 16.6, 4.16012820315
5, 3, 9, 4, 5.06666666667, 2.69485105752
5, 4, 0, 0, 14.2666666667, 5.63875478768
5, 4, 0, 1, 14.8, 5.58808255725
5, 4, 0, 2, 13.3333333333, 3.06956384886
5, 4, 0, 3, 13.0666666667, 10.1091817451
5, 4, 0, 4, 13.9333333333, 4.43421043955
5, 4, 1, 0, 9.73333333333, 3.35592345297
5, 4, 1, 1, 12.0, 6.07728009338
5, 4, 1, 2, 16.2, 4.13440846232
5, 4, 1, 3, 15.0, 3.98329846568
5, 4, 1, 4, 10.0666666667, 5.07893252126
5, 4, 2, 0, 15.3333333333, 2.54732975661
5, 4, 2, 1, 12.4666666667, 4.17718671942
5, 4, 2, 2, 13.0666666667, 4.38887482417
5, 4, 2, 3, 8.93333333333, 4.55289895439
5, 4, 2, 4, 12.4666666667, 5.89764548123
5, 4, 3, 0, 17.0, 8.9293523468
5, 4, 3, 1, 16.8, 6.16657657592
5, 4, 3, 2, 19.2666666667, 5.59126302567
5, 4, 3, 3, 17.8, 4.70744091838
5, 4, 3, 4, 18.1333333333, 4.92431608337
5, 4, 4, 0, 18.0, 5.00666222814
5, 4, 4, 1, 21.1333333333, 5.51200709563
5, 4, 4, 2, 17.6666666667, 5.84997625826
5, 4, 4, 3, 16.4666666667, 4.75908487935
5, 4, 4, 4, 22.4666666667, 2.96348143612
5, 4, 5, 0, 14.2666666667, 7.03767638421
5, 4, 5, 1, 11.0666666667, 5.34748123471
5, 4, 5, 2, 12.4, 6.44773862167
5, 4, 5, 3, 10.0666666667, 5.85908601139
5, 4, 5, 4, 19.8666666667, 5.59603033905
5, 4, 6, 0, 9.93333333333, 5.38475213502
5, 4, 6, 1, 15.2, 5.23067873225
5, 4, 6, 2, 19.2666666667, 5.1441444597
5, 4, 6, 3, 17.0666666667, 5.18287779349
5, 4, 6, 4, 19.5333333333, 5.46341366628
5, 4, 7, 0, 21.6666666667, 2.46756740311
5, 4, 7, 1, 17.8666666667, 5.20085463062
5, 4, 7, 2, 19.7333333333, 6.14780900448
5, 4, 7, 3, 16.4, 7.4993333037
5, 4, 7, 4, 21.2666666667, 5.2085399959
5, 4, 8, 0, 17.7333333333, 5.40945674003
5, 4, 8, 1, 22.9333333333, 6.95189822199
5, 4, 8, 2, 20.0, 4.57529598314
5, 4, 8, 3, 11.5333333333, 4.57335276964
5, 4, 8, 4, 20.2666666667, 4.43421043955
5, 4, 9, 0, 19.2, 3.81575680567
5, 4, 9, 1, 18.7333333333, 5.13116837464
5, 4, 9, 2, 22.4666666667, 1.99555060628
5, 4, 9, 3, 18.4, 5.36407805064
5, 4, 9, 4, 20.0, 5.3166405433
6, 0, 0, 0, 4.6, 1.49666295471
6, 0, 0, 1, 5.13333333333, 1.49962958389
6, 0, 0, 2, 5.6, 3.24139887497
6, 0, 0, 3, 4.06666666667, 1.61107279648
6, 0, 0, 4, 5.46666666667, 1.4079141388
6, 0, 1, 0, 5.6, 1.01980390272
6, 0, 1, 1, 2.53333333333, 1.30979218029
6, 0, 1, 2, 4.4, 1.66533279957
6, 0, 1, 3, 5.4, 1.40475383371
6, 0, 1, 4, 5.8, 1.27540843131
6, 0, 2, 0, 2.53333333333, 1.25786415094
6, 0, 2, 1, 5.8, 1.64113781668
6, 0, 2, 2, 4.46666666667, 2.33428552
6, 0, 2, 3, 5.93333333333, 1.18133634311
6, 0, 2, 4, 4.86666666667, 0.95684667296
6, 0, 3, 0, 3.06666666667, 1.28927197372
6, 0, 3, 1, 5.2, 1.6
6, 0, 3, 2, 4.93333333333, 1.48174071806
6, 0, 3, 3, 5.33333333333, 1.98885785202
6, 0, 3, 4, 4.8, 1.64113781668
6, 0, 4, 0, 5.4, 1.70489491367
6, 0, 4, 1, 4.86666666667, 1.14697670227
6, 0, 4, 2, 7.2, 1.46969384567
6, 0, 4, 3, 4.73333333333, 2.14372469211
6, 0, 4, 4, 5.8, 1.86904610252
6, 0, 5, 0, 7.0, 1.63299316186
6, 0, 5, 1, 5.06666666667, 1.80616229122
6, 0, 5, 2, 7.0, 3.07679486912
6, 0, 5, 3, 7.53333333333, 2.36267268622
6, 0, 5, 4, 6.73333333333, 2.46215804168
6, 0, 6, 0, 6.4, 1.45143607047
6, 0, 6, 1, 5.4, 1.95959179423
6, 0, 6, 2, 5.93333333333, 2.90898989724
6, 0, 6, 3, 6.46666666667, 2.47296493213
6, 0, 6, 4, 5.06666666667, 1.5260697523
6, 0, 7, 0, 7.93333333333, 1.18133634311
6, 0, 7, 1, 8.13333333333, 5.21365727894
6, 0, 7, 2, 7.0, 3.36650164612
6, 0, 7, 3, 6.0, 1.8618986725
6, 0, 7, 4, 6.46666666667, 1.02415276638
6, 0, 8, 0, 6.13333333333, 2.55255862921
6, 0, 8, 1, 4.73333333333, 1.91369334592
6, 0, 8, 2, 3.8, 1.16619037897
6, 0, 8, 3, 6.0, 2.36643191324
6, 0, 8, 4, 7.73333333333, 2.43493098237
6, 0, 9, 0, 3.53333333333, 1.74610678049
6, 0, 9, 1, 9.73333333333, 1.87853370715
6, 0, 9, 2, 8.6, 4.12795348811
6, 0, 9, 3, 8.13333333333, 1.54344492037
6, 0, 9, 4, 6.33333333333, 3.17630113322
6, 1, 0, 0, 8.73333333333, 1.80616229122
6, 1, 0, 1, 7.86666666667, 1.78387842137
6, 1, 0, 2, 4.6, 1.95959179423
6, 1, 0, 3, 4.2, 1.72046505341
6, 1, 0, 4, 6.73333333333, 2.71947707392
6, 1, 1, 0, 6.26666666667, 2.40739601137
6, 1, 1, 1, 5.13333333333, 2.41844761963
6, 1, 1, 2, 8.33333333333, 1.8499249234
6, 1, 1, 3, 7.66666666667, 2.52102272016
6, 1, 1, 4, 5.8, 2.00665559244
6, 1, 2, 0, 6.53333333333, 2.55255862921
6, 1, 2, 1, 7.66666666667, 1.98885785202
6, 1, 2, 2, 6.46666666667, 2.96348143612
6, 1, 2, 3, 8.66666666667, 1.53478192443
6, 1, 2, 4, 7.6, 2.38886304896
6, 1, 3, 0, 7.93333333333, 1.5260697523
6, 1, 3, 1, 5.4, 2.30362033909
6, 1, 3, 2, 7.4, 1.49666295471
6, 1, 3, 3, 6.06666666667, 2.46215804168
6, 1, 3, 4, 8.13333333333, 2.30554886211
6, 1, 4, 0, 5.33333333333, 2.02210011841
6, 1, 4, 1, 6.86666666667, 2.57854394744
6, 1, 4, 2, 12.3333333333, 4.06065128876
6, 1, 4, 3, 7.66666666667, 3.68178700573
6, 1, 4, 4, 13.2666666667, 5.82485097568
6, 1, 5, 0, 9.46666666667, 3.66727267719
6, 1, 5, 1, 6.6, 3.11555238548
6, 1, 5, 2, 9.53333333333, 2.87208789714
6, 1, 5, 3, 6.33333333333, 2.49443825785
6, 1, 5, 4, 9.0, 4.04969134626
6, 1, 6, 0, 6.93333333333, 2.93181779031
6, 1, 6, 1, 6.8, 1.86904610252
6, 1, 6, 2, 9.66666666667, 2.93636207274
6, 1, 6, 3, 8.8, 2.37205958329
6, 1, 6, 4, 8.0, 2.0
6, 1, 7, 0, 9.33333333333, 2.84409720103
6, 1, 7, 1, 7.73333333333, 3.21385887819
6, 1, 7, 2, 8.53333333333, 3.49984126624
6, 1, 7, 3, 6.4, 3.26190128606
6, 1, 7, 4, 9.8, 1.86904610252
6, 1, 8, 0, 4.6, 3.62950869035
6, 1, 8, 1, 8.66666666667, 2.385139176
6, 1, 8, 2, 6.13333333333, 1.99555060628
6, 1, 8, 3, 12.3333333333, 3.04776785351
6, 1, 8, 4, 13.0, 2.52982212813
6, 1, 9, 0, 12.6, 2.44404037064
6, 1, 9, 1, 10.0, 3.74165738677
6, 1, 9, 2, 7.73333333333, 2.17460085737
6, 1, 9, 3, 9.13333333333, 3.75706741429
6, 1, 9, 4, 10.0, 3.86436713232
6, 2, 0, 0, 11.4, 1.92527054376
6, 2, 0, 1, 10.5333333333, 3.00813711271
6, 2, 0, 2, 11.4, 2.44404037064
6, 2, 0, 3, 10.9333333333, 3.25508149753
6, 2, 0, 4, 12.0, 2.39443799948
6, 2, 1, 0, 7.2, 3.780652501
6, 2, 1, 1, 10.3333333333, 2.46756740311
6, 2, 1, 2, 6.33333333333, 3.35989417823
6, 2, 1, 3, 9.0, 3.28633534503
6, 2, 1, 4, 10.4666666667, 2.94089933335
6, 2, 2, 0, 9.53333333333, 3.0521395046
6, 2, 2, 1, 6.73333333333, 3.53018727863
6, 2, 2, 2, 8.4, 2.8
6, 2, 2, 3, 10.0666666667, 2.71947707392
6, 2, 2, 4, 9.4, 3.68420050124
6, 2, 3, 0, 9.93333333333, 4.56751816879
6, 2, 3, 1, 9.26666666667, 3.78535188442
6, 2, 3, 2, 10.4, 3.09408036957
6, 2, 3, 3, 9.93333333333, 3.19304800395
6, 2, 3, 4, 15.6, 6.25886038615
6, 2, 4, 0, 10.2666666667, 4.3736585245
6, 2, 4, 1, 7.53333333333, 2.96348143612
6, 2, 4, 2, 10.8, 3.22903494355
6, 2, 4, 3, 7.33333333333, 1.61932770687
6, 2, 4, 4, 9.6, 2.77608837515
6, 2, 5, 0, 10.6666666667, 4.64279609239
6, 2, 5, 1, 10.3333333333, 2.32856655954
6, 2, 5, 2, 11.5333333333, 3.2427697352
6, 2, 5, 3, 14.9333333333, 3.74996296278
6, 2, 5, 4, 12.8666666667, 2.2764494772
6, 2, 6, 0, 11.3333333333, 2.24103150853
6, 2, 6, 1, 14.4666666667, 3.40326640483
6, 2, 6, 2, 10.2, 2.34378611083
6, 2, 6, 3, 10.9333333333, 3.92371705855
6, 2, 6, 4, 7.53333333333, 2.41844761963
6, 2, 7, 0, 11.2666666667, 3.58639404168
6, 2, 7, 1, 12.7333333333, 4.24996732014
6, 2, 7, 2, 12.7333333333, 3.82041300851
6, 2, 7, 3, 11.3333333333, 3.60863162739
6, 2, 7, 4, 14.6666666667, 6.26808494589
6, 2, 8, 0, 15.5333333333, 4.82861838993
6, 2, 8, 1, 9.66666666667, 3.09120616517
6, 2, 8, 2, 8.46666666667, 4.1931160516
6, 2, 8, 3, 5.93333333333, 2.32283351869
6, 2, 8, 4, 11.5333333333, 3.70345184329
6, 2, 9, 0, 8.06666666667, 3.3954217542
6, 2, 9, 1, 14.4666666667, 5.05788713024
6, 2, 9, 2, 13.9333333333, 2.66999791927
6, 2, 9, 3, 10.2, 3.33066559915
6, 2, 9, 4, 11.7333333333, 2.29395340454
6, 3, 0, 0, 14.4666666667, 4.28744938422
6, 3, 0, 1, 14.6, 3.5364765893
6, 3, 0, 2, 10.4666666667, 4.03099105542
6, 3, 0, 3, 11.4666666667, 5.05788713024
6, 3, 0, 4, 11.0, 2.92118697336
6, 3, 1, 0, 10.5333333333, 2.89520676675
6, 3, 1, 1, 10.8666666667, 3.42279937413
6, 3, 1, 2, 13.6, 2.0591260282
6, 3, 1, 3, 9.26666666667, 3.60493488923
6, 3, 1, 4, 6.93333333333, 2.90898989724
6, 3, 2, 0, 12.9333333333, 3.65999392835
6, 3, 2, 1, 12.8, 3.05941170816
6, 3, 2, 2, 13.4, 2.24499443206
6, 3, 2, 3, 10.8666666667, 4.04749579644
6, 3, 2, 4, 10.6666666667, 3.00370142029
6, 3, 3, 0, 12.5333333333, 3.49984126624
6, 3, 3, 1, 9.8, 2.4549270186
6, 3, 3, 2, 8.73333333333, 3.0214051183
6, 3, 3, 3, 16.6, 2.60256283946
6, 3, 3, 4, 14.4666666667, 7.83893416791
6, 3, 4, 0, 15.0666666667, 7.88641588781
6, 3, 4, 1, 10.2, 4.65044800709
6, 3, 4, 2, 9.46666666667, 3.3038697849
6, 3, 4, 3, 16.7333333333, 1.06249183003
6, 3, 4, 4, 11.7333333333, 3.74996296278
6, 3, 5, 0, 16.3333333333, 3.4576806613
6, 3, 5, 1, 20.6666666667, 3.875851161
6, 3, 5, 2, 11.5333333333, 2.80158685193
6, 3, 5, 3, 15.5333333333, 6.44842788765
6, 3, 5, 4, 21.8, 4.96923870762
6, 3, 6, 0, 22.0, 1.93218356616
6, 3, 6, 1, 15.5333333333, 4.49987654152
6, 3, 6, 2, 15.4666666667, 5.08418025732
6, 3, 6, 3, 15.8, 9.94786409236
6, 3, 6, 4, 7.33333333333, 3.59010987142
6, 3, 7, 0, 8.6, 4.48404579221
6, 3, 7, 1, 15.8666666667, 7.49992592556
6, 3, 7, 2, 13.3333333333, 2.74873708375
6, 3, 7, 3, 17.2, 3.93615717843
6, 3, 7, 4, 16.8666666667, 6.82023134179
6, 3, 8, 0, 17.2666666667, 7.05659659861
6, 3, 8, 1, 10.8, 6.15575611386
6, 3, 8, 2, 13.4666666667, 4.7870194856
6, 3, 8, 3, 10.0666666667, 5.74417579428
6, 3, 8, 4, 20.3333333333, 4.10960933531
6, 3, 9, 0, 20.3333333333, 4.49691252108
6, 3, 9, 1, 15.7333333333, 7.27980463718
6, 3, 9, 2, 11.4666666667, 6.29144039328
6, 3, 9, 3, 21.8666666667, 3.20138858761
6, 3, 9, 4, 17.0666666667, 5.57932692078
6, 4, 0, 0, 16.4666666667, 5.57215298506
6, 4, 0, 1, 13.2, 5.6709787515
6, 4, 0, 2, 17.2666666667, 5.97178551375
6, 4, 0, 3, 21.8666666667, 8.10651315644
6, 4, 0, 4, 18.6, 4.49888875168
6, 4, 1, 0, 14.5333333333, 5.65528268279
6, 4, 1, 1, 7.86666666667, 3.82738669184
6, 4, 1, 2, 16.0666666667, 4.75347825866
6, 4, 1, 3, 11.8, 3.31058907145
6, 4, 1, 4, 15.8666666667, 4.01441845795
6, 4, 2, 0, 17.6666666667, 3.7535168694
6, 4, 2, 1, 15.3333333333, 2.21108319357
6, 4, 2, 2, 16.5333333333, 4.17718671942
6, 4, 2, 3, 15.2, 4.10203201678
6, 4, 2, 4, 11.2666666667, 5.43404903262
6, 4, 3, 0, 16.3333333333, 4.59951688284
6, 4, 3, 1, 15.6666666667, 5.27467745196
6, 4, 3, 2, 9.06666666667, 5.01287231923
6, 4, 3, 3, 18.0666666667, 3.6781637931
6, 4, 3, 4, 21.0666666667, 5.47073019705
6, 4, 4, 0, 9.2, 4.79165942028
6, 4, 4, 1, 16.9333333333, 3.95755255457
6, 4, 4, 2, 22.1333333333, 3.57522338074
6, 4, 4, 3, 19.4, 3.73809220503
6, 4, 4, 4, 9.8, 4.87442304278
6, 4, 5, 0, 16.8, 5.25610755851
6, 4, 5, 1, 17.6666666667, 4.81202198203
6, 4, 5, 2, 12.9333333333, 4.1707979519
6, 4, 5, 3, 17.0666666667, 6.44429118592
6, 4, 5, 4, 16.3333333333, 5.10772834917
6, 4, 6, 0, 18.3333333333, 6.46701030015
6, 4, 6, 1, 13.7333333333, 4.63992337101
6, 4, 6, 2, 21.6666666667, 5.83856907888
6, 4, 6, 3, 19.2666666667, 7.65477338368
6, 4, 6, 4, 17.0666666667, 4.89171635409
6, 4, 7, 0, 17.2666666667, 4.32768863123
6, 4, 7, 1, 19.5333333333, 5.22642856601
6, 4, 7, 2, 14.6666666667, 4.7842333648
6, 4, 7, 3, 22.0, 6.22896460096
6, 4, 7, 4, 21.8, 4.50481224174
6, 4, 8, 0, 24.9333333333, 10.0496544993
6, 4, 8, 1, 20.7333333333, 5.42176682969
6, 4, 8, 2, 23.2, 5.29402178562
6, 4, 8, 3, 19.6666666667, 8.45116691482
6, 4, 8, 4, 18.2666666667, 4.10636362518
6, 4, 9, 0, 18.9333333333, 6.43393779544
6, 4, 9, 1, 20.7333333333, 5.3099487338
6, 4, 9, 2, 14.3333333333, 7.56894238906
6, 4, 9, 3, 25.8666666667, 8.23704369837
6, 4, 9, 4, 14.6, 6.12970907412
6, 5, 0, 0, 19.8, 6.95892712037
6, 5, 0, 1, 24.6666666667, 4.07703596038
6, 5, 0, 2, 25.0, 2.96647939484
6, 5, 0, 3, 22.0, 5.3166405433
6, 5, 0, 4, 23.3333333333, 5.71158666416
6, 5, 1, 0, 23.0, 5.27888877195
6, 5, 1, 1, 10.2, 4.87442304278
6, 5, 1, 2, 21.4666666667, 5.09727596096
6, 5, 1, 3, 16.5333333333, 6.36518307322
6, 5, 1, 4, 18.6, 4.12795348811
6, 5, 2, 0, 16.9333333333, 4.44921965692
6, 5, 2, 1, 21.2666666667, 5.5433644016
6, 5, 2, 2, 15.6, 5.2
6, 5, 2, 3, 18.6, 5.13549737935
6, 5, 2, 4, 9.86666666667, 2.82528268006
6, 5, 3, 0, 17.4666666667, 8.86090038064
6, 5, 3, 1, 17.0, 4.84424056656
6, 5, 3, 2, 20.2666666667, 10.0893783533
6, 5, 3, 3, 15.6666666667, 6.67998669327
6, 5, 3, 4, 16.7333333333, 7.88641588781
6, 5, 4, 0, 20.0666666667, 15.4551681396
6, 5, 4, 1, 14.3333333333, 3.7888725969
6, 5, 4, 2, 15.8666666667, 7.95710723539
6, 5, 4, 3, 13.6, 4.33282048247
6, 5, 4, 4, 15.2666666667, 4.4790872086
6, 5, 5, 0, 22.7333333333, 7.81849658751
6, 5, 5, 1, 24.0, 8.67179335547
6, 5, 5, 2, 12.1333333333, 4.99154841262
6, 5, 5, 3, 18.9333333333, 5.32248897499
6, 5, 5, 4, 20.7333333333, 3.65999392835
6, 5, 6, 0, 24.4, 6.1838499335
6, 5, 6, 1, 14.7333333333, 6.27658789117
6, 5, 6, 2, 24.3333333333, 5.68819440205
6, 5, 6, 3, 11.6666666667, 5.1854497287
6, 5, 6, 4, 28.4, 6.41664502161
6, 5, 7, 0, 23.6, 4.8
6, 5, 7, 1, 21.4666666667, 8.34958415465
6, 5, 7, 2, 25.8, 7.11055553385
6, 5, 7, 3, 17.1333333333, 7.68432748449
6, 5, 7, 4, 21.2, 4.51958700178
6, 5, 8, 0, 12.8, 6.75475141413
6, 5, 8, 1, 20.0, 5.03322295685
6, 5, 8, 2, 15.8666666667, 8.23704369837
6, 5, 8, 3, 22.2, 12.2485373276
6, 5, 8, 4, 20.3333333333, 7.5777451938
6, 5, 9, 0, 17.1333333333, 9.0470375753
6, 5, 9, 1, 23.6666666667, 7.09616484839
6, 5, 9, 2, 15.8666666667, 5.79501701656
6, 5, 9, 3, 21.8666666667, 8.77015139867
6, 5, 9, 4, 14.4666666667, 2.89520676675
7, 0, 0, 0, 5.0, 3.26598632371
7, 0, 0, 1, 5.46666666667, 2.15612821717
7, 0, 0, 2, 5.2, 1.46969384567
7, 0, 0, 3, 4.8, 2.07203603572
7, 0, 0, 4, 4.73333333333, 1.48174071806
7, 0, 1, 0, 5.4, 1.62480768093
7, 0, 1, 1, 4.8, 1.90438091428
7, 0, 1, 2, 3.46666666667, 1.49962958389
7, 0, 1, 3, 5.4, 2.8
7, 0, 1, 4, 3.13333333333, 1.54344492037
7, 0, 2, 0, 4.86666666667, 1.62754074876
7, 0, 2, 1, 4.2, 1.6
7, 0, 2, 2, 4.66666666667, 1.192569588
7, 0, 2, 3, 6.13333333333, 1.62754074876
7, 0, 2, 4, 4.2, 1.51437555888
7, 0, 3, 0, 3.66666666667, 1.44529889258
7, 0, 3, 1, 4.73333333333, 2.17460085737
7, 0, 3, 2, 3.4, 1.01980390272
7, 0, 3, 3, 3.13333333333, 1.92757763931
7, 0, 3, 4, 3.26666666667, 1.84270332814
7, 0, 4, 0, 8.73333333333, 0.771722460186
7, 0, 4, 1, 5.73333333333, 2.23507394857
