paradas, gimnasios, mochila, amplitud, promedio de tiempo, desviación estandar de tiempo 
5, 0, 0, 3, 5.13333333333, 0.884433277428
5, 0, 0, 4, 4.73333333333, 1.28927197372
5, 0, 1, 0, 3.86666666667, 1.20369800568
5, 0, 1, 1, 2.2, 0.541602560309
5, 0, 1, 2, 2.66666666667, 1.192569588
5, 0, 1, 3, 3.26666666667, 1.5260697523
5, 0, 1, 4, 3.26666666667, 1.12348663642
5, 0, 2, 0, 3.93333333333, 1.73076733143
5, 0, 2, 1, 4.46666666667, 1.35973853696
5, 0, 2, 2, 5.66666666667, 1.65998661307
5, 0, 2, 3, 5.66666666667, 1.61932770687
5, 0, 2, 4, 5.73333333333, 1.28927197372
5, 0, 3, 0, 5.66666666667, 1.65998661307
5, 0, 3, 1, 5.93333333333, 0.928559218479
5, 0, 3, 2, 5.73333333333, 1.12348663642
5, 0, 3, 3, 4.53333333333, 2.18682926225
5, 0, 3, 4, 4.4, 1.54056266777
5, 0, 4, 0, 6.53333333333, 1.4079141388
5, 0, 4, 1, 4.6, 1.70489491367
5, 0, 4, 2, 6.26666666667, 2.54209012866
5, 0, 4, 3, 5.0, 1.67332005307
5, 0, 4, 4, 2.6, 1.08320512062
5, 0, 5, 0, 4.13333333333, 1.8208667045
5, 0, 5, 1, 4.0, 1.75119007154
5, 0, 5, 2, 5.0, 1.09544511501
5, 0, 5, 3, 3.33333333333, 1.65998661307
5, 0, 5, 4, 7.13333333333, 3.63073301445
5, 0, 6, 0, 4.6, 1.49666295471
5, 0, 6, 1, 5.2, 2.56124969497
5, 0, 6, 2, 6.6, 1.8903262505
5, 0, 6, 3, 7.6, 2.36079082795
