Cantidad de gimnasios, Cantidad de pokeparadas, Capacidad mochila, Diferencia
6, 5, 248, 6.904617
6, 5, 248, 18.107967
6, 5, 248, 8.717056
6, 5, 249, 7.589103
6, 5, 249, 8.893209
6, 5, 249, 7.293991
6, 5, 249, 4.188615
6, 5, 250, 4.404592
6, 5, 250, 4.581739
6, 5, 250, 4.236068
6, 5, 250, 2.131019
6, 5, 251, 0.0
6, 5, 251, 7.805987
6, 5, 251, 6.522331
6, 5, 251, 0.0
6, 5, 252, 5.667861
6, 5, 252, 7.414214
6, 5, 252, 4.690141
6, 5, 252, 5.460144
6, 5, 253, 8.187818
6, 5, 253, 7.321601
6, 5, 253, 7.546625
6, 5, 253, 3.641422
6, 5, 254, 9.427359
6, 5, 254, 7.562603
6, 5, 254, 0.0
6, 5, 254, 8.635535
6, 5, 255, 5.143683
6, 5, 255, 7.781318
6, 5, 255, 6.352796
6, 5, 255, 0.545915
6, 5, 256, 16.800634
6, 5, 256, 0.0
6, 5, 256, 5.459643
6, 5, 256, 4.351753
6, 5, 257, 3.295866
6, 5, 257, 1.123106
6, 5, 257, 7.835564
6, 5, 257, 12.288116
6, 5, 258, 2.605551
6, 5, 258, 7.807912
6, 5, 258, 3.123494
6, 5, 258, 1.582236
6, 5, 259, 3.077267
6, 5, 259, 11.924854
6, 5, 259, 7.739616
6, 5, 259, 10.038158
6, 5, 260, 1.786233
6, 5, 260, 14.859597
6, 5, 260, 6.85735
6, 5, 260, 8.250208
6, 5, 261, 7.49544
6, 5, 261, 7.683934
6, 5, 261, 10.149443
6, 5, 261, 6.335364
6, 5, 262, 3.472136
6, 5, 262, 2.778926
6, 5, 262, 13.163597
6, 5, 262, 0.06061
6, 5, 263, 8.21716
6, 5, 263, 5.631453
6, 5, 263, 5.299065
6, 5, 263, 2.222125
6, 5, 264, 1.909299
6, 5, 264, 11.686561
6, 5, 264, 1.748064
6, 5, 264, 10.654059
6, 5, 265, 11.448288
6, 5, 265, 7.76194
6, 5, 265, 8.885698
6, 5, 265, 0.453385
6, 5, 266, 11.085104
6, 5, 266, 2.529976
6, 5, 266, 11.443361
6, 5, 266, 0.120513
6, 5, 267, 10.76139
6, 5, 267, 4.721396
6, 5, 267, 6.550464
6, 5, 267, 5.478709
6, 5, 268, 9.224484
6, 5, 268, 6.732306
6, 5, 268, 3.220888
6, 5, 268, 4.05949
6, 5, 269, 0.842995
6, 5, 269, 2.821854
6, 5, 269, 7.466251
6, 5, 269, 10.694437
6, 5, 270, 2.093164
6, 5, 270, 9.470233
6, 5, 270, 4.28011
6, 5, 270, 9.88244
6, 5, 271, 16.246786
6, 5, 271, 0.864107
6, 5, 271, 1.89083
6, 5, 271, 10.962516
6, 5, 272, 1.579373
6, 5, 272, 3.787069
6, 5, 272, 10.196208
6, 5, 272, 0.0
6, 5, 273, 5.362807
6, 5, 273, 4.41811
6, 5, 273, 6.349719
6, 5, 273, 3.643012
6, 5, 274, 4.891701
6, 5, 274, 7.866585
6, 5, 274, 4.332057
6, 5, 274, 0.763932
6, 5, 275, 5.596055
6, 5, 275, 5.064401
6, 5, 275, 6.920484
6, 5, 275, 7.907418
6, 5, 276, 8.673717
6, 5, 276, 0.0
6, 5, 276, 9.109204
6, 5, 276, 5.064402
6, 5, 277, 5.324951
6, 5, 277, 5.920284
6, 5, 277, 13.248117
6, 5, 277, 8.438366
6, 5, 278, 8.672738
6, 5, 278, 4.284322
6, 5, 278, 7.155773
6, 5, 278, 16.773228
6, 5, 279, 10.668149
6, 5, 279, 2.841137
6, 5, 279, 0.0
6, 5, 279, 13.14502
6, 5, 280, 3.159591
6, 5, 280, 5.303285
6, 5, 280, 9.089472
6, 5, 280, 15.140775
6, 5, 281, 4.369483
6, 5, 281, 4.685903
6, 5, 281, 2.543044
6, 5, 281, 2.605551
6, 5, 282, 3.887037
6, 5, 282, 10.422749
6, 5, 282, 3.049315
6, 5, 282, 4.097095
6, 5, 283, 17.420653
6, 5, 283, 6.453609
6, 5, 283, 10.558032
6, 5, 283, 10.290253
6, 5, 284, 11.938104
6, 5, 284, 10.738391
6, 5, 284, 6.845649
6, 5, 284, 4.187165
6, 5, 285, 0.0
6, 5, 285, 9.546442
6, 5, 285, 1.182532
6, 5, 285, 9.775224
6, 5, 286, 9.148845
6, 5, 286, 10.453495
6, 5, 286, 4.270592
6, 5, 286, 3.594884
6, 5, 287, 2.763932
6, 5, 287, 18.115921
6, 5, 287, 3.908791
6, 5, 287, 5.09457
6, 5, 288, 5.452245
6, 5, 288, 1.585786
6, 5, 288, 2.309858
6, 5, 288, 0.0
6, 5, 289, 5.635101
6, 5, 289, 6.535658
6, 5, 289, 4.700285
6, 5, 289, 4.331128
6, 5, 290, 1.483741
6, 5, 290, 2.903863
6, 5, 290, 4.588669
6, 5, 290, 7.15002
6, 5, 291, 5.322934
6, 5, 291, 13.223325
6, 5, 291, 11.414902
6, 5, 291, 12.736633
6, 5, 292, 4.076845
6, 5, 292, 8.413074
6, 5, 292, 10.282656
6, 5, 292, 5.425185
6, 5, 293, 6.616352
6, 5, 293, 3.070985
6, 5, 293, 7.323478
6, 5, 293, 4.108303
6, 5, 294, 15.163247
6, 5, 294, 8.940706
6, 5, 294, 6.121217
6, 5, 294, 1.86987
6, 5, 295, 6.692679
6, 5, 295, 6.875035
6, 5, 295, 5.596319
6, 5, 295, 2.123106
6, 5, 296, 1.326052
6, 5, 296, 9.338331
6, 5, 296, 6.452048
6, 5, 296, 12.55568
6, 5, 297, 6.490757
6, 5, 297, 1.035632
6, 5, 297, 16.078398
6, 5, 297, 0.344422
6, 5, 298, 7.839559
6, 5, 298, 6.205869
6, 5, 298, 10.465516
6, 5, 298, 9.721833
6, 5, 299, 14.206463
6, 5, 299, 9.227898
6, 5, 299, 12.699934
6, 5, 299, 0.0
6, 5, 300, 0.253441
6, 5, 300, 4.658453
6, 5, 300, 9.802027
6, 5, 300, 4.888875
6, 5, 301, 4.862376
6, 5, 301, 5.150241
6, 5, 301, 2.828427
6, 5, 301, 0.863981
6, 5, 302, 3.935963
6, 5, 302, 0.33385
6, 5, 302, 4.604817
6, 5, 302, 4.261297
6, 5, 303, 6.238468
6, 5, 303, 6.386262
6, 5, 303, 10.019765
6, 5, 303, 4.949545
6, 5, 304, 1.01518
6, 5, 304, 0.0
6, 5, 304, 9.932676
6, 5, 304, 7.875946
6, 5, 305, 9.59078
6, 5, 305, 9.407641
6, 5, 305, 12.257338
6, 5, 305, 3.833012
6, 5, 306, 8.492216
6, 5, 306, 8.275596
6, 5, 306, 11.341119
6, 5, 306, 8.202297
6, 5, 307, 2.29399
6, 5, 307, 0.917009
6, 5, 307, 1.244974
6, 5, 307, 8.564388
6, 5, 308, 0.052038
6, 5, 308, 5.37587
6, 5, 308, 0.0
6, 5, 308, 3.808673
6, 5, 309, 2.297681
6, 5, 309, 1.551273
6, 5, 309, 5.200435
6, 5, 309, 13.665069
6, 5, 310, 11.976425
6, 5, 310, 5.481135
6, 5, 310, 12.775499
6, 5, 310, 2.385165
6, 5, 311, 5.331665
6, 5, 311, 6.0552
6, 5, 311, 2.00693
6, 5, 311, 6.810034
6, 5, 312, 0.291797
6, 5, 312, 3.990705
6, 5, 312, 7.095345
6, 5, 312, 0.0
6, 5, 313, 9.071079
6, 5, 313, 0.43287
6, 5, 313, 13.308857
6, 5, 313, 8.255635
6, 5, 314, 6.051303
6, 5, 314, 1.864112
6, 5, 314, 2.650281
6, 5, 314, 14.27601
6, 5, 315, 5.473141
6, 5, 315, 3.171572
6, 5, 315, 2.767829
6, 5, 315, 7.826036
6, 5, 316, 7.205771
6, 5, 316, 9.868172
6, 5, 316, 9.309235
6, 5, 316, 8.974468
6, 5, 317, 6.659379
6, 5, 317, 4.888875
6, 5, 317, 6.334037
6, 5, 317, 5.28209
6, 5, 318, 11.848237
6, 5, 318, 1.024887
6, 5, 318, 8.14287
6, 5, 318, 8.020358
6, 5, 319, 5.614712
6, 5, 319, 0.0
6, 5, 319, 7.731659
6, 5, 319, 4.009097
6, 5, 320, 4.547833
6, 5, 320, 7.672571
6, 5, 320, 6.521902
6, 5, 320, 3.638245
6, 5, 321, 5.808377
6, 5, 321, 4.264805
6, 5, 321, 12.136557
6, 5, 321, 6.111061
6, 5, 322, 13.735794
6, 5, 322, 6.86219
6, 5, 322, 4.397332
6, 5, 322, 3.102653
6, 5, 323, 14.326966
6, 5, 323, 11.626884
6, 5, 323, 7.254335
6, 5, 323, 8.540437
6, 5, 324, 5.83987
6, 5, 324, 5.034357
6, 5, 324, 4.94496
6, 5, 324, 2.593911
6, 5, 325, 7.455992
6, 5, 325, 5.792936
6, 5, 325, 0.309858
6, 5, 325, 6.899495
6, 5, 326, 3.90959
6, 5, 326, 0.0
6, 5, 326, 9.579738
6, 5, 326, 3.257272
6, 5, 327, 10.014805
6, 5, 327, 2.090751
6, 5, 327, 10.801404
6, 5, 327, 5.456268
6, 5, 328, 13.858615
6, 5, 328, 9.867959
6, 5, 328, 11.055394
6, 5, 328, 4.262879
6, 5, 329, 2.696983
6, 5, 329, 3.540041
6, 5, 329, 9.93669
6, 5, 329, 4.2741
6, 5, 330, 11.042493
6, 5, 330, 8.59167
6, 5, 330, 5.14261
6, 5, 330, 5.782547
6, 5, 331, 2.189532
6, 5, 331, 0.0
6, 5, 331, 5.234076
6, 5, 331, 8.701661
6, 5, 332, 5.313094
6, 5, 332, 4.214219
6, 5, 332, 4.954089
6, 5, 332, 11.793317
6, 5, 333, 7.131712
6, 5, 333, 2.113453
6, 5, 333, 5.949347
6, 5, 333, 5.691693
6, 5, 334, 2.478289
6, 5, 334, 12.865444
6, 5, 334, 7.652337
6, 5, 334, 6.356094
6, 5, 335, 4.319282
6, 5, 335, 1.369483
6, 5, 335, 10.038468
6, 5, 335, 5.216178
6, 5, 336, 5.50666
6, 5, 336, 5.286145
6, 5, 336, 12.254149
6, 5, 336, 8.206035
6, 5, 337, 1.870935
6, 5, 337, 8.180014
6, 5, 337, 6.676961
6, 5, 337, 5.085652
6, 5, 338, 5.106343
6, 5, 338, 8.631823
6, 5, 338, 10.044668
6, 5, 338, 12.990049
6, 5, 339, 9.127058
6, 5, 339, 2.261089
6, 5, 339, 10.085162
6, 5, 339, 8.61354
6, 5, 340, 6.053025
6, 5, 340, 8.601313
6, 5, 340, 0.675445
6, 5, 340, 6.669089
6, 5, 341, 7.937863
6, 5, 341, 14.449736
6, 5, 341, 6.369484
6, 5, 341, 1.953971
6, 5, 342, 5.081377
6, 5, 342, 7.815282
6, 5, 342, 6.007798
6, 5, 342, 2.369974
6, 5, 343, 0.170002
6, 5, 343, 7.786186
6, 5, 343, 4.37887
6, 5, 343, 14.055526
6, 5, 344, 11.143687
6, 5, 344, 8.185363
6, 5, 344, 1.887038
6, 5, 344, 2.965382
6, 5, 345, 4.078371
6, 5, 345, 2.629703
6, 5, 345, 1.70958
6, 5, 345, 1.954535
6, 5, 346, 7.931591
6, 5, 346, 0.0
6, 5, 346, 8.512091
6, 5, 346, 4.158381
6, 5, 347, 12.152574
6, 5, 347, 2.443273
6, 5, 347, 5.172502
6, 5, 347, 4.29399
6, 5, 348, 1.386736
6, 5, 348, 2.221768
6, 5, 348, 19.315044
6, 5, 348, 11.554015
6, 5, 349, 5.148596
6, 5, 349, 0.0
6, 5, 349, 5.033938
6, 5, 349, 0.98612
6, 5, 350, 10.02954
6, 5, 350, 5.325403
6, 5, 350, 3.465517
6, 5, 350, 8.857989
6, 5, 351, 9.160085
6, 5, 351, 3.535934
6, 5, 351, 0.602325
6, 5, 351, 2.835068
6, 5, 352, 3.514974
6, 5, 352, 8.224847
6, 5, 352, 2.397856
6, 5, 352, 8.152075
6, 5, 353, 8.206455
6, 5, 353, 4.180034
6, 5, 353, 2.511735
6, 5, 353, 6.371537
6, 5, 354, 0.0
6, 5, 354, 9.040109
6, 5, 354, 1.555649
6, 5, 354, 3.469253
6, 5, 355, 0.0
6, 5, 355, 1.692141
6, 5, 355, 5.050606
6, 5, 355, 4.700581
6, 5, 356, 9.694519
6, 5, 356, 8.668209
6, 5, 356, 3.373116
6, 5, 356, 7.454968
6, 5, 357, 3.910881
6, 5, 357, 2.426948
6, 5, 357, 4.177395
6, 5, 357, 2.837723
6, 5, 358, 8.556762
6, 5, 358, 4.183947
6, 5, 358, 0.821854
6, 5, 358, 7.14641
6, 5, 359, 7.000016
6, 5, 359, 13.243495
6, 5, 359, 3.821855
6, 5, 359, 9.331315
6, 5, 360, 2.825902
6, 5, 360, 15.568353
6, 5, 360, 0.647073
6, 5, 360, 8.484379
6, 5, 361, 3.006572
6, 5, 361, 6.970092
6, 5, 361, 0.42282
6, 5, 361, 9.002411
6, 5, 362, 10.542934
6, 5, 362, 7.213938
6, 5, 362, 9.747675
6, 5, 362, 1.493469
6, 5, 363, 6.106538
6, 5, 363, 0.0
6, 5, 363, 10.543892
6, 5, 363, 8.595253
6, 5, 364, 8.268469
6, 5, 364, 9.753839
6, 5, 364, 4.017042
6, 5, 364, 11.219185
6, 5, 365, 5.728469
6, 5, 365, 8.704745
6, 5, 365, 8.032389
6, 5, 365, 5.236348
6, 5, 366, 0.0
6, 5, 366, 1.319529
6, 5, 366, 10.732572
6, 5, 366, 9.37122
6, 5, 367, 2.039266
6, 5, 367, 4.296513
6, 5, 367, 1.821855
6, 5, 367, 2.842872
6, 5, 368, 6.975768
6, 5, 368, 1.993991
6, 5, 368, 6.130868
6, 5, 368, 0.0
6, 5, 369, 10.989756
6, 5, 369, 9.92863
6, 5, 369, 6.47802
6, 5, 369, 9.170781
6, 5, 370, 0.866585
6, 5, 370, 0.0
6, 5, 370, 7.763932
6, 5, 370, 8.335051
6, 5, 371, 8.103341
6, 5, 371, 2.232171
6, 5, 371, 9.756687
6, 5, 371, 2.661716
6, 5, 372, 10.34551
6, 5, 372, 6.569918
6, 5, 372, 11.077869
6, 5, 372, 5.794128
6, 5, 373, 9.965604
6, 5, 373, 6.992089
6, 5, 373, 7.058722
6, 5, 373, 5.895713
6, 5, 374, 4.485282
6, 5, 374, 8.217263
6, 5, 374, 6.007265
6, 5, 374, 3.535082
6, 5, 375, 10.164437
6, 5, 375, 8.958969
6, 5, 375, 0.110975
6, 5, 375, 11.309925
6, 5, 376, 1.41004
6, 5, 376, 11.074309
6, 5, 376, 5.689934
6, 5, 376, 9.713633
6, 5, 377, 7.171573
6, 5, 377, 3.179009
6, 5, 377, 17.634876
6, 5, 377, 22.454777
6, 5, 378, 13.720417
6, 5, 378, 8.334824
6, 5, 378, 1.414214
6, 5, 378, 0.919648
6, 5, 379, 3.666015
6, 5, 379, 0.0
6, 5, 379, 6.201559
6, 5, 379, 8.810272
6, 5, 380, 1.324555
6, 5, 380, 3.0
6, 5, 380, 7.84412
6, 5, 380, 0.0
6, 5, 381, 5.281323
6, 5, 381, 6.338825
6, 5, 381, 17.081699
6, 5, 381, 13.1441
6, 5, 382, 5.484115
6, 5, 382, 7.258442
6, 5, 382, 5.805123
6, 5, 382, 8.947848
6, 5, 383, 8.837739
6, 5, 383, 0.0
6, 5, 383, 11.817073
6, 5, 383, 4.333851
6, 5, 384, 3.498875
6, 5, 384, 10.28452
6, 5, 384, 9.771786
6, 5, 384, 7.955367
6, 5, 385, 8.312646
6, 5, 385, 4.277853
6, 5, 385, 5.936742
6, 5, 385, 8.142935
6, 5, 386, 6.589968
6, 5, 386, 7.761256
6, 5, 386, 3.560623
6, 5, 386, 9.863302
6, 5, 387, 2.385165
6, 5, 387, 8.319519
6, 5, 387, 4.222125
6, 5, 387, 9.894479
6, 5, 388, 2.48791
6, 5, 388, 0.960828
6, 5, 388, 3.628902
6, 5, 388, 10.357835
6, 5, 389, 4.432606
6, 5, 389, 12.220484
6, 5, 389, 14.680657
6, 5, 389, 9.894656
6, 5, 390, 10.288798
6, 5, 390, 7.037837
6, 5, 390, 5.667809
6, 5, 390, 4.048825
6, 5, 391, 5.007568
6, 5, 391, 10.039698
6, 5, 391, 4.668549
6, 5, 391, 6.224535
6, 5, 392, 8.955716
6, 5, 392, 9.109925
6, 5, 392, 13.957522
6, 5, 392, 2.27524
6, 5, 393, 3.482446
6, 5, 393, 5.569231
6, 5, 393, 9.973573
6, 5, 393, 3.371388
6, 5, 394, 11.185979
6, 5, 394, 1.636242
6, 5, 394, 6.473323
6, 5, 394, 16.258936
6, 5, 395, 7.69106
6, 5, 395, 6.99114
6, 5, 395, 9.352842
6, 5, 395, 7.959228
6, 5, 396, 10.167614
6, 5, 396, 13.244469
6, 5, 396, 5.101669
6, 5, 396, 1.920548
6, 5, 397, 5.728311
6, 5, 397, 7.838461
6, 5, 397, 9.842316
6, 5, 397, 4.971964
6, 5, 398, 9.360317
6, 5, 398, 6.671625
6, 5, 398, 5.332623
6, 5, 398, 6.544004
6, 5, 399, 0.0
6, 5, 399, 8.376549
6, 5, 399, 11.752199
6, 5, 399, 6.07353
6, 5, 400, 5.688109
6, 5, 400, 3.264895
6, 5, 400, 8.044042
6, 5, 400, 5.452729
6, 5, 401, 0.0
6, 5, 401, 3.733273
6, 5, 401, 17.977742
6, 5, 401, 5.428296
6, 5, 402, 2.457835
6, 5, 402, 0.045839
6, 5, 402, 10.67897
6, 5, 402, 0.0
6, 5, 403, 1.972048
6, 5, 403, 12.505589
6, 5, 403, 3.624013
6, 5, 403, 1.878893
6, 5, 404, 9.920563
6, 5, 404, 10.29102
6, 5, 404, 6.529232
6, 5, 404, 2.019614
6, 5, 405, 10.197285
6, 5, 405, 4.885735
6, 5, 405, 5.080363
6, 5, 405, 9.43502
6, 5, 406, 8.360473
6, 5, 406, 5.43432
6, 5, 406, 1.053827
6, 5, 406, 8.386007
6, 5, 407, 4.470587
6, 5, 407, 2.274179
6, 5, 407, 4.239869
6, 5, 407, 2.948453
6, 5, 408, 2.918085
6, 5, 408, 0.0
6, 5, 408, 14.290227
6, 5, 408, 3.123106
6, 5, 409, 4.87973
6, 5, 409, 5.618223
6, 5, 409, 8.238313
6, 5, 409, 2.006698
6, 5, 410, 8.074965
6, 5, 410, 4.354065
6, 5, 410, 13.348342
6, 5, 410, 11.580523
6, 5, 411, 9.270931
6, 5, 411, 3.254335
6, 5, 411, 8.797379
6, 5, 411, 3.685914
6, 5, 412, 0.0
6, 5, 412, 7.216567
6, 5, 412, 10.998373
6, 5, 412, 2.507162
6, 5, 413, 6.705321
6, 5, 413, 8.491668
6, 5, 413, 2.832164
6, 5, 413, 10.958657
6, 5, 414, 5.313789
6, 5, 414, 11.01657
6, 5, 414, 7.094057
6, 5, 414, 8.823629
6, 5, 415, 0.733367
6, 5, 415, 1.740466
6, 5, 415, 0.443274
6, 5, 415, 5.088098
6, 5, 416, 4.721354
6, 5, 416, 3.253595
6, 5, 416, 6.716879
6, 5, 416, 13.089336
6, 5, 417, 8.90879
6, 5, 417, 3.644397
6, 5, 417, 8.943051
6, 5, 417, 3.34166
6, 5, 418, 3.855655
6, 5, 418, 6.554067
6, 5, 418, 9.393735
6, 5, 418, 9.108117
6, 5, 419, 8.457059
6, 5, 419, 5.576755
6, 5, 419, 0.0
6, 5, 419, 4.412419
6, 5, 420, 6.736629
6, 5, 420, 1.465777
6, 5, 420, 7.375368
6, 5, 420, 11.761364
6, 5, 421, 11.666997
6, 5, 421, 1.90023
6, 5, 421, 6.463745
6, 5, 421, 8.995613
6, 5, 422, 6.726168
6, 5, 422, 5.102641
6, 5, 422, 5.650612
6, 5, 422, 0.562809
6, 5, 423, 7.940639
6, 5, 423, 3.932279
6, 5, 423, 13.799965
6, 5, 423, 9.547576
6, 5, 424, 12.012042
6, 5, 424, 12.149902
6, 5, 424, 6.504517
6, 5, 424, 7.188226
6, 5, 425, 9.069897
6, 5, 425, 5.979549
6, 5, 425, 0.0
6, 5, 425, 13.732019
6, 5, 426, 9.565402
6, 5, 426, 3.390862
6, 5, 426, 2.473652
6, 5, 426, 3.0
6, 5, 427, 6.105328
6, 5, 427, 4.225412
6, 5, 427, 5.770175
6, 5, 427, 0.0
6, 5, 428, 0.009295
6, 5, 428, 3.061898
6, 5, 428, 6.266789
6, 5, 428, 10.145754
6, 5, 429, 9.746357
6, 5, 429, 3.33191
6, 5, 429, 3.947973
6, 5, 429, 5.168525
6, 5, 430, 6.997763
6, 5, 430, 4.902036
6, 5, 430, 2.536471
6, 5, 430, 14.322436
6, 5, 431, 3.113997
6, 5, 431, 4.821854
6, 5, 431, 1.998009
6, 5, 431, 12.348042
6, 5, 432, 6.117906
6, 5, 432, 7.729473
6, 5, 432, 2.536973
6, 5, 432, 5.558745
6, 5, 433, 1.27524
6, 5, 433, 0.876894
6, 5, 433, 10.397961
6, 5, 433, 13.835024
6, 5, 434, 9.071068
6, 5, 434, 10.591373
6, 5, 434, 5.712754
6, 5, 434, 7.02875
6, 5, 435, 6.0
6, 5, 435, 7.629543
6, 5, 435, 13.910668
6, 5, 435, 0.585786
6, 5, 436, 7.755485
6, 5, 436, 9.274907
6, 5, 436, 5.210142
6, 5, 436, 8.440349
6, 5, 437, 7.960828
6, 5, 437, 6.802317
6, 5, 437, 5.357393
6, 5, 437, 8.17676
6, 5, 438, 2.887037
6, 5, 438, 6.640986
6, 5, 438, 20.3186
6, 5, 438, 2.389248
6, 5, 439, 7.175081
6, 5, 439, 7.484947
6, 5, 439, 15.626714
6, 5, 439, 3.097859
6, 5, 440, 6.870192
6, 5, 440, 5.233345
6, 5, 440, 8.770213
6, 5, 440, 9.994073
6, 5, 441, 4.714776
6, 5, 441, 14.789094
6, 5, 441, 11.353289
6, 5, 441, 6.624632
6, 5, 442, 8.941112
6, 5, 442, 12.502547
6, 5, 442, 7.129791
6, 5, 442, 10.500571
6, 5, 443, 6.921427
6, 5, 443, 4.711745
6, 5, 443, 8.776389
6, 5, 443, 6.236068
6, 5, 444, 0.0
6, 5, 444, 11.646367
6, 5, 444, 7.28011
6, 5, 444, 1.28011
6, 5, 445, 13.099019
6, 5, 445, 9.576491
6, 5, 445, 6.954058
6, 5, 445, 7.754043
6, 5, 446, 5.314194
6, 5, 446, 7.343237
6, 5, 446, 12.617858
6, 5, 446, 11.498671
6, 5, 447, 7.242641
6, 5, 447, 14.895493
6, 5, 447, 7.687144
6, 5, 447, 9.193153
6, 5, 448, 6.124906
6, 5, 448, 1.34075
6, 5, 448, 7.508113
6, 5, 448, 6.068046
6, 5, 449, 4.762748
6, 5, 449, 11.296829
6, 5, 449, 0.236068
6, 5, 449, 9.167876
6, 5, 450, 8.225536
6, 5, 450, 5.323618
6, 5, 450, 3.679342
6, 5, 450, 18.584895
6, 5, 451, 4.5775
6, 5, 451, 0.97532
6, 5, 451, 7.960828
6, 5, 451, 5.035858
6, 5, 452, 9.03744
6, 5, 452, 5.967113
6, 5, 452, 0.229495
6, 5, 452, 5.448174
6, 5, 453, 9.207358
6, 5, 453, 4.150178
6, 5, 453, 1.385165
6, 5, 453, 8.987076
6, 5, 454, 10.370331
6, 5, 454, 11.03042
6, 5, 454, 7.987108
6, 5, 454, 0.801574
6, 5, 455, 0.679342
6, 5, 455, 12.838013
6, 5, 455, 0.0
6, 5, 455, 7.431741
6, 5, 456, 7.404658
6, 5, 456, 2.724071
6, 5, 456, 12.632619
6, 5, 456, 7.087983
6, 5, 457, 0.0
6, 5, 457, 5.854419
6, 5, 457, 10.790818
6, 5, 457, 9.728299
6, 5, 458, 7.544004
6, 5, 458, 13.12899
6, 5, 458, 8.349497
6, 5, 458, 3.835893
6, 5, 459, 4.378457
6, 5, 459, 5.577752
6, 5, 459, 1.987952
6, 5, 459, 3.583695
6, 5, 460, 15.1058
6, 5, 460, 6.326216
6, 5, 460, 5.174098
6, 5, 460, 6.645812
6, 5, 461, 1.862951
6, 5, 461, 6.613675
6, 5, 461, 15.55354
6, 5, 461, 1.959657
6, 5, 462, 12.015666
6, 5, 462, 8.732346
6, 5, 462, 7.306632
6, 5, 462, 7.679628
6, 5, 463, 7.309858
6, 5, 463, 5.69955
6, 5, 463, 6.499921
6, 5, 463, 4.502301
6, 5, 464, 1.990705
6, 5, 464, 5.05429
6, 5, 464, 9.516867
6, 5, 464, 7.269293
6, 5, 465, 1.680322
6, 5, 465, 7.024086
6, 5, 465, 3.607192
6, 5, 465, 9.180537
6, 5, 466, 10.52249
6, 5, 466, 10.618996
6, 5, 466, 7.871118
6, 5, 466, 5.960471
6, 5, 467, 5.038158
6, 5, 467, 9.404087
6, 5, 467, 12.181252
6, 5, 467, 3.725576
6, 5, 468, 13.38774
6, 5, 468, 5.522139
6, 5, 468, 13.576631
6, 5, 468, 14.885943
6, 5, 469, 10.648805
6, 5, 469, 3.996414
6, 5, 469, 7.683234
6, 5, 469, 10.079537
6, 5, 470, 7.277278
6, 5, 470, 3.712983
6, 5, 470, 14.204596
6, 5, 470, 6.990144
6, 5, 471, 6.84181
6, 5, 471, 1.306452
6, 5, 471, 2.687331
6, 5, 471, 0.0
6, 5, 472, 16.501764
