
Codigo de caso, Cantidad de gimnasios, Cantidad de paradas, Capacidad de la mochila, Tiempo, Distancia del camino, Cantidad de cambios, Codigo de vecindad
100, 2, 10, 7, 4, 45.6032, 2
100, 2, 10, 7, 4, 45.6032, 2
100, 2, 10, 7, 5, 45.6032, 2
100, 2, 10, 7, 4, 45.6032, 2
100, 2, 10, 7, 5, 45.6032, 2
100, 2, 10, 7, 14, 45.6032, 2
100, 2, 10, 7, 7, 45.6032, 2
100, 2, 10, 7, 5, 45.6032, 2
100, 2, 10, 7, 4, 45.6032, 2
100, 2, 10, 7, 4, 45.6032, 2
100, 2, 10, 7, 7, 45.6032, 2
100, 2, 10, 7, 6, 45.6032, 2
100, 2, 10, 7, 6, 45.6032, 2
100, 2, 10, 7, 6, 45.6032, 2
100, 2, 10, 7, 4, 45.6032, 2
100, 2, 10, 7, 6, 45.6032, 2
2, 10, 7, 113800, 36.5476, 0, '2'
2, 10, 7, 114491, 36.5476, 0, '2'
2, 10, 7, 121003, 36.5476, 0, '2'
2, 10, 7, 124992, 36.5476, 0, '2'
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 1, -1, 2
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 0, -1, 2
6, 7, 1, 2, 0, -1, 2
7, 1, 2, 1, -1, 0, '2'
7, 1, 2, 0, -1, 0, '2'
7, 1, 2, 0, -1, 0, '2'
7, 1, 2, 0, -1, 0, '2'
97, 8, 7, 4, 11, 133.388, 2
97, 8, 7, 4, 16, 133.388, 2
97, 8, 7, 4, 16, 133.388, 2
97, 8, 7, 4, 16, 133.388, 2
97, 8, 7, 4, 16, 133.388, 2
97, 8, 7, 4, 22, 133.388, 2
97, 8, 7, 4, 15, 133.388, 2
97, 8, 7, 4, 13, 133.388, 2
97, 8, 7, 4, 38, 133.388, 2
97, 8, 7, 4, 22, 133.388, 2
97, 8, 7, 4, 33, 133.388, 2
97, 8, 7, 4, 22, 133.388, 2
97, 8, 7, 4, 23, 133.388, 2
97, 8, 7, 4, 22, 133.388, 2
97, 8, 7, 4, 21, 133.388, 2
97, 8, 7, 4, 16, 133.388, 2
8, 7, 4, 5.01147e+06, 85.2537, 0, '2'
8, 7, 4, 5.05019e+06, 85.2537, 0, '2'
8, 7, 4, 5.40888e+06, 85.2537, 0, '2'
8, 7, 4, 5.12084e+06, 85.2537, 0, '2'
96, 3, 6, 5, 4, 47.0849, 2
96, 3, 6, 5, 5, 47.0849, 2
96, 3, 6, 5, 5, 47.0849, 2
96, 3, 6, 5, 5, 47.0849, 2
96, 3, 6, 5, 5, 47.0849, 2
96, 3, 6, 5, 7, 47.0849, 2
96, 3, 6, 5, 5, 47.0849, 2
96, 3, 6, 5, 13, 47.0849, 2
96, 3, 6, 5, 6, 47.0849, 2
96, 3, 6, 5, 6, 47.0849, 2
96, 3, 6, 5, 6, 47.0849, 2
96, 3, 6, 5, 5, 47.0849, 2
96, 3, 6, 5, 6, 47.0849, 2
96, 3, 6, 5, 5, 47.0849, 2
96, 3, 6, 5, 6, 47.0849, 2
96, 3, 6, 5, 5, 47.0849, 2
3, 6, 5, 16456, 29.175, 0, '2'
3, 6, 5, 15982, 29.175, 0, '2'
3, 6, 5, 21008, 29.175, 0, '2'
3, 6, 5, 15939, 29.175, 0, '2'
95, 5, 10, 3, 8, 52.0961, 2
95, 5, 10, 3, 6, 52.0961, 2
95, 5, 10, 3, 19, 52.0961, 2
95, 5, 10, 3, 6, 52.0961, 2
95, 5, 10, 3, 6, 52.0961, 2
95, 5, 10, 3, 6, 52.0961, 2
95, 5, 10, 3, 16, 52.0961, 2
95, 5, 10, 3, 5, 52.0961, 2
95, 5, 10, 3, 5, 52.0961, 2
95, 5, 10, 3, 6, 52.0961, 2
95, 5, 10, 3, 5, 52.0961, 2
95, 5, 10, 3, 7, 52.0961, 2
95, 5, 10, 3, 8, 52.0961, 2
95, 5, 10, 3, 6, 52.0961, 2
95, 5, 10, 3, 16, 52.0961, 2
95, 5, 10, 3, 16, 52.0961, 2
5, 10, 3, 849853, 45.9308, 0, '2'
5, 10, 3, 841883, 45.9308, 0, '2'
5, 10, 3, 845643, 45.9308, 0, '2'
5, 10, 3, 858780, 45.9308, 0, '2'
94, 4, 7, 3, 15, 41.1272, 2
94, 4, 7, 3, 7, 41.1272, 2
94, 4, 7, 3, 7, 41.1272, 2
94, 4, 7, 3, 6, 41.1272, 2
94, 4, 7, 3, 6, 41.1272, 2
94, 4, 7, 3, 6, 41.1272, 2
94, 4, 7, 3, 8, 41.1272, 2
94, 4, 7, 3, 7, 41.1272, 2
94, 4, 7, 3, 10, 41.1272, 2
94, 4, 7, 3, 7, 41.1272, 2
94, 4, 7, 3, 6, 41.1272, 2
94, 4, 7, 3, 15, 41.1272, 2
94, 4, 7, 3, 10, 41.1272, 2
94, 4, 7, 3, 10, 41.1272, 2
94, 4, 7, 3, 6, 41.1272, 2
94, 4, 7, 3, 6, 41.1272, 2
4, 7, 3, 35627, 34.981, 0, '2'
4, 7, 3, 40341, 34.981, 0, '2'
4, 7, 3, 39461, 34.981, 0, '2'
4, 7, 3, 40891, 34.981, 0, '2'
93, 4, 3, 1, 12, -1, 2
93, 4, 3, 1, 4, -1, 2
93, 4, 3, 1, 5, -1, 2
93, 4, 3, 1, 5, -1, 2
93, 4, 3, 1, 5, -1, 2
93, 4, 3, 1, 12, -1, 2
93, 4, 3, 1, 12, -1, 2
93, 4, 3, 1, 8, -1, 2
93, 4, 3, 1, 11, -1, 2
93, 4, 3, 1, 8, -1, 2
93, 4, 3, 1, 8, -1, 2
93, 4, 3, 1, 8, -1, 2
93, 4, 3, 1, 5, -1, 2
93, 4, 3, 1, 5, -1, 2
93, 4, 3, 1, 5, -1, 2
93, 4, 3, 1, 5, -1, 2
4, 3, 1, 870, -1, 0, '2'
4, 3, 1, 1599, -1, 0, '2'
4, 3, 1, 1591, -1, 0, '2'
4, 3, 1, 1004, -1, 0, '2'
92, 4, 9, 1, 7, 62.5649, 2
92, 4, 9, 1, 8, 62.5649, 2
92, 4, 9, 1, 6, 62.5649, 2
92, 4, 9, 1, 8, 62.5649, 2
92, 4, 9, 1, 10, 62.5649, 2
92, 4, 9, 1, 11, 62.5649, 2
92, 4, 9, 1, 7, 62.5649, 2
92, 4, 9, 1, 11, 62.5649, 2
92, 4, 9, 1, 10, 62.5649, 2
92, 4, 9, 1, 15, 62.5649, 2
92, 4, 9, 1, 16, 62.5649, 2
92, 4, 9, 1, 6, 62.5649, 2
92, 4, 9, 1, 15, 62.5649, 2
92, 4, 9, 1, 5, 62.5649, 2
92, 4, 9, 1, 5, 62.5649, 2
92, 4, 9, 1, 6, 62.5649, 2
4, 9, 1, 69282, 41.3827, 0, '2'
