Cantidad de gimnasios,Cantidad de paradas,Capacidad de la mochila,Numero de repeticion,Tiempo,Cantidad de instancias visitadas,Cantidad de instancias calculadas,Tamano del camino,Version de podas,Cantidad de podas 1,Cantidad de podas 2,Mejor caso
2, 14, 6, 1, 901582.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 2, 905705.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 3, 902695.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 4, 906452.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 0, 908989.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 1, 919741.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 2, 921221.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 3, 908976.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 4, 902103.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 0, 905840.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 1, 903478.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 2, 912385.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 3, 901747.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 4, 903511.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 0, 917637.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 1, 897788.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 2, 906935.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 3, 906548.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 4, 933199.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 0, 915096.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 1, 905691.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 2, 902463.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 3, 900620.000000, 75, 70, 4, 4, 46, 367, 1
2, 14, 6, 4, 899315.000000, 75, 70, 4, 4, 46, 367, 1
2, 15, 6, 0, 1896955.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 1, 1899007.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 2, 1900322.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 3, 1892982.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 4, 1912329.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 0, 1897882.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 1, 1888955.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 2, 1905464.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 3, 1916081.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 4, 1897720.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 0, 1895755.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 1, 1910369.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 2, 1895349.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 3, 1896914.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 4, 1898891.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 0, 1902509.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 1, 1908222.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 2, 1915992.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 3, 1920856.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 4, 1894841.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 0, 1910150.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 1, 1906585.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 2, 1897711.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 3, 1897489.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 4, 1934293.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 0, 1900534.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 1, 1913282.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 2, 1904110.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 3, 1905202.000000, 80, 75, 4, 4, 50, 411, 1
2, 15, 6, 4, 1893831.000000, 80, 75, 4, 4, 50, 411, 1
2, 16, 6, 0, 3977118.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 1, 3973995.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 2, 3978545.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 3, 3976424.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 4, 3980159.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 0, 3971102.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 1, 3961718.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 2, 3990343.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 3, 3988532.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 4, 3967581.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 0, 4000515.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 1, 3980379.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 2, 3977364.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 3, 3987999.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 4, 4004235.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 0, 4000107.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 1, 3969665.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 2, 3980399.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 3, 4020612.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 4, 3976988.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 0, 3986769.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 1, 3982493.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 2, 3979566.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 3, 3977099.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 4, 3976240.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 0, 4017208.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 1, 3941649.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 2, 3942970.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 3, 3945690.000000, 85, 80, 4, 4, 54, 457, 1
2, 16, 6, 4, 3938771.000000, 85, 80, 4, 4, 54, 457, 1
2, 2, 6, 0, 167.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 1, 166.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 2, 165.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 3, 164.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 4, 166.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 0, 164.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 1, 167.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 2, 421.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 3, 209.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 4, 213.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 0, 211.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 1, 214.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 2, 215.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 3, 220.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 4, 216.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 0, 216.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 1, 210.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 2, 212.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 3, 215.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 4, 212.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 0, 213.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 1, 210.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 2, 212.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 3, 214.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 4, 213.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 0, 214.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 1, 213.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 2, 210.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 3, 211.000000, 21, 16, 4, 4, 4, 1, 0
2, 2, 6, 4, 212.000000, 21, 16, 4, 4, 4, 1, 0
2, 3, 6, 0, 1185.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 1, 798.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 2, 792.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 3, 808.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 4, 826.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 0, 792.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 1, 797.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 2, 798.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 3, 796.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 4, 824.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 0, 1046.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 1, 813.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 2, 683.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 3, 677.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 4, 676.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 0, 676.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 1, 679.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 2, 1128.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 3, 1129.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 4, 1132.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 0, 1481.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 1, 802.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 2, 833.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 3, 816.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 4, 801.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 0, 811.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 1, 793.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 2, 801.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 3, 815.000000, 70, 47, 4, 4, 20, 11, 0
2, 3, 6, 4, 796.000000, 70, 47, 4, 4, 20, 11, 0
2, 4, 6, 0, 2069.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 1, 1596.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 2, 1560.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 3, 1576.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 4, 1764.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 0, 1813.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 1, 1807.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 2, 1808.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 3, 1912.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 4, 1845.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 0, 1833.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 1, 1835.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 2, 2553.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 3, 2821.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 4, 2819.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 0, 2543.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 1, 1123.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 2, 1062.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 3, 1017.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 4, 992.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 0, 993.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 1, 1006.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 2, 993.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 3, 992.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 4, 1280.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 0, 1285.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 1, 1371.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 2, 1300.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 3, 1021.000000, 160, 103, 4, 4, 55, 43, 0
2, 4, 6, 4, 990.000000, 160, 103, 4, 4, 55, 43, 0
2, 5, 6, 0, 2076.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 1, 3858.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 2, 4943.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 3, 2222.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 4, 2066.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 0, 2041.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 1, 2102.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 2, 2058.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 3, 2103.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 4, 2042.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 0, 2019.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 1, 2043.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 2, 2103.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 3, 2066.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 4, 2079.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 0, 2077.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 1, 2056.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 2, 2038.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 3, 2052.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 4, 2049.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 0, 2151.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 1, 2020.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 2, 2058.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 3, 2053.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 4, 2022.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 0, 2064.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 1, 3243.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 2, 3477.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 3, 4750.000000, 293, 188, 4, 4, 113, 115, 0
2, 5, 6, 4, 3606.000000, 293, 188, 4, 4, 113, 115, 0
2, 6, 6, 0, 3905.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 1, 3793.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 2, 3727.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 3, 3795.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 4, 3785.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 0, 3733.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 1, 6666.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 2, 5109.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 3, 4923.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 4, 4576.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 0, 3643.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 1, 3694.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 2, 3801.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 3, 4888.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 4, 4903.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 0, 3965.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 1, 3837.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 2, 8302.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 3, 3800.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 4, 3702.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 0, 3690.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 1, 4173.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 2, 3729.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 3, 3726.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 4, 3733.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 0, 3690.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 1, 3947.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 2, 3761.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 3, 3683.000000, 440, 291, 4, 4, 187, 245, 0
2, 6, 6, 4, 3756.000000, 440, 291, 4, 4, 187, 245, 0
2, 7, 6, 0, 5064.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 1, 5140.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 2, 10772.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 3, 5182.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 4, 5084.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 0, 4878.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 1, 4881.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 2, 4875.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 3, 5248.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 4, 4953.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 0, 4878.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 1, 4869.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 2, 5393.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 3, 4868.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 4, 4984.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 0, 4932.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 1, 5151.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 2, 4867.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 3, 4946.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 4, 5059.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 0, 8003.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 1, 4955.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 2, 4998.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 3, 12677.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 4, 4959.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 0, 6169.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 1, 6183.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 2, 6203.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 3, 6107.000000, 154, 130, 4, 4, 101, 136, 0
2, 7, 6, 4, 4976.000000, 154, 130, 4, 4, 101, 136, 0
2, 8, 6, 0, 10462.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 1, 10222.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 2, 10377.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 3, 10010.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 4, 12211.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 0, 10281.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 1, 11168.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 2, 10149.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 3, 10541.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 4, 10060.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 0, 10194.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 1, 10049.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 2, 10438.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 3, 9990.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 4, 10354.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 0, 10065.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 1, 10239.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 2, 12822.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 3, 10536.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 4, 10052.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 0, 10525.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 1, 10080.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 2, 10442.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 3, 10049.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 4, 10560.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 0, 10031.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 1, 10436.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 2, 10054.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 3, 10156.000000, 183, 156, 4, 4, 125, 175, 0
2, 8, 6, 4, 10047.000000, 183, 156, 4, 4, 125, 175, 0
2, 9, 6, 0, 21436.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 1, 25563.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 2, 21398.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 3, 26536.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 4, 21219.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 0, 21488.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 1, 23228.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 2, 21473.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 3, 21308.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 4, 21414.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 0, 20964.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 1, 20981.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 2, 21133.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 3, 21024.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 4, 21156.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 0, 21139.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 1, 26263.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 2, 21110.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 3, 23478.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 4, 21026.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 0, 21117.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 1, 21215.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 2, 21355.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 3, 21460.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 4, 21685.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 0, 21566.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 1, 21388.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 2, 21507.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 3, 21286.000000, 228, 196, 4, 4, 162, 220, 0
2, 9, 6, 4, 21353.000000, 228, 196, 4, 4, 162, 220, 0
2, 10, 6, 0, 45221.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 1, 44704.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 2, 45431.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 3, 44989.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 4, 45831.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 0, 44880.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 1, 44759.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 2, 49880.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 3, 44944.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 4, 44810.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 0, 49692.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 1, 44822.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 2, 45309.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 3, 44826.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 4, 45752.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 0, 45075.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 1, 44769.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 2, 45230.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 3, 44652.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 4, 44715.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 0, 45630.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 1, 44972.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 2, 45563.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 3, 45012.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 4, 44955.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 0, 45058.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 1, 44935.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 2, 49457.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 3, 44760.000000, 267, 230, 4, 4, 193, 268, 0
2, 10, 6, 4, 49729.000000, 267, 230, 4, 4, 193, 268, 0
2, 11, 6, 0, 94374.000000, 302, 260, 4, 4, 220, 324, 0
