
Codigo de caso, Cantidad de gimnasios, Cantidad de paradas, Capacidad de la mochila, Tiempo, Distancia del camino, Cantidad de cambios, Codigo de vecindad
50, 50, 100, 200, 2311, 2818.61, 2
50, 50, 100, 200, 2180, 2818.61, 2
50, 50, 100, 200, 4576, 2818.61, 2
50, 50, 100, 200, 2232, 2818.61, 2
50, 50, 100, 200, 2179, 2818.61, 2
50, 50, 100, 200, 5226, 2818.61, 2
50, 50, 100, 200, 2279, 2818.61, 2
50, 50, 100, 200, 2700, 2818.61, 2
50, 50, 100, 200, 2236, 2818.61, 2
50, 50, 100, 200, 2237, 2818.61, 2
50, 50, 100, 200, 2730, 2818.61, 2
50, 50, 100, 200, 2696, 2818.61, 2
50, 50, 100, 200, 2256, 2818.61, 2
50, 50, 100, 200, 2373, 2818.61, 2
50, 50, 100, 200, 2248, 2818.61, 2
50, 50, 100, 200, 2226, 2818.61, 2
50, 50, 100, 200, 2252, 2818.61, 2
50, 50, 100, 200, 2641, 2818.61, 2
50, 50, 100, 200, 2618, 2818.61, 2
50, 50, 100, 200, 2263, 2818.61, 2
50, 50, 100, 190, 2574, 3054.23, 2
50, 50, 100, 190, 3175, 3054.23, 2
50, 50, 100, 190, 2980, 3054.23, 2
50, 50, 100, 190, 2128, 3054.23, 2
50, 50, 100, 190, 2197, 3054.23, 2
50, 50, 100, 190, 2104, 3054.23, 2
50, 50, 100, 190, 2210, 3054.23, 2
50, 50, 100, 190, 2131, 3054.23, 2
50, 50, 100, 190, 2122, 3054.23, 2
50, 50, 100, 190, 2137, 3054.23, 2
50, 50, 100, 190, 2129, 3054.23, 2
50, 50, 100, 190, 2128, 3054.23, 2
50, 50, 100, 190, 2135, 3054.23, 2
50, 50, 100, 190, 2584, 3054.23, 2
50, 50, 100, 190, 2145, 3054.23, 2
50, 50, 100, 190, 2128, 3054.23, 2
50, 50, 100, 190, 2129, 3054.23, 2
50, 50, 100, 190, 4174, 3054.23, 2
50, 50, 100, 190, 4861, 3054.23, 2
50, 50, 100, 190, 2140, 3054.23, 2
50, 50, 100, 180, 3043, 2932.12, 2
50, 50, 100, 180, 2115, 2932.12, 2
50, 50, 100, 180, 1993, 2932.12, 2
50, 50, 100, 180, 1986, 2932.12, 2
50, 50, 100, 180, 2293, 2932.12, 2
50, 50, 100, 180, 2011, 2932.12, 2
50, 50, 100, 180, 2004, 2932.12, 2
50, 50, 100, 180, 2017, 2932.12, 2
50, 50, 100, 180, 2299, 2932.12, 2
50, 50, 100, 180, 2426, 2932.12, 2
50, 50, 100, 180, 2293, 2932.12, 2
50, 50, 100, 180, 2003, 2932.12, 2
50, 50, 100, 180, 5898, 2932.12, 2
50, 50, 100, 180, 2406, 2932.12, 2
50, 50, 100, 180, 2003, 2932.12, 2
50, 50, 100, 180, 2004, 2932.12, 2
50, 50, 100, 180, 1985, 2932.12, 2
50, 50, 100, 180, 2025, 2932.12, 2
50, 50, 100, 180, 2014, 2932.12, 2
50, 50, 100, 180, 2402, 2932.12, 2
50, 50, 100, 170, 2275, 3127.52, 2
50, 50, 100, 170, 2727, 3127.52, 2
50, 50, 100, 170, 2510, 3127.52, 2
50, 50, 100, 170, 2256, 3127.52, 2
50, 50, 100, 170, 2517, 3127.52, 2
50, 50, 100, 170, 2582, 3127.52, 2
50, 50, 100, 170, 2732, 3127.52, 2
50, 50, 100, 170, 2329, 3127.52, 2
50, 50, 100, 170, 2624, 3127.52, 2
50, 50, 100, 170, 3313, 3127.52, 2
50, 50, 100, 170, 2311, 3127.52, 2
50, 50, 100, 170, 2452, 3127.52, 2
50, 50, 100, 170, 3309, 3127.52, 2
50, 50, 100, 170, 2740, 3127.52, 2
50, 50, 100, 170, 2952, 3127.52, 2
50, 50, 100, 170, 3000, 3127.52, 2
50, 50, 100, 170, 2728, 3127.52, 2
50, 50, 100, 170, 3313, 3127.52, 2
50, 50, 100, 170, 2309, 3127.52, 2
50, 50, 100, 170, 2622, 3127.52, 2
50, 50, 100, 160, 2748, 2981.12, 2
50, 50, 100, 160, 3341, 2981.12, 2
50, 50, 100, 160, 6130, 2981.12, 2
50, 50, 100, 160, 2182, 2981.12, 2
50, 50, 100, 160, 2180, 2981.12, 2
50, 50, 100, 160, 2180, 2981.12, 2
50, 50, 100, 160, 3549, 2981.12, 2
50, 50, 100, 160, 3270, 2981.12, 2
50, 50, 100, 160, 3947, 2981.12, 2
50, 50, 100, 160, 2182, 2981.12, 2
50, 50, 100, 160, 2629, 2981.12, 2
50, 50, 100, 160, 2297, 2981.12, 2
50, 50, 100, 160, 2367, 2981.12, 2
50, 50, 100, 160, 2240, 2981.12, 2
50, 50, 100, 160, 2417, 2981.12, 2
50, 50, 100, 160, 2203, 2981.12, 2
50, 50, 100, 160, 2182, 2981.12, 2
50, 50, 100, 160, 2641, 2981.12, 2
50, 50, 100, 160, 2176, 2981.12, 2
50, 50, 100, 160, 2278, 2981.12, 2
50, 50, 100, 150, 1974, 2998.21, 2
50, 50, 100, 150, 1969, 2998.21, 2
50, 50, 100, 150, 10020, 2998.21, 2
50, 50, 100, 150, 2139, 2998.21, 2
50, 50, 100, 150, 1980, 2998.21, 2
50, 50, 100, 150, 2305, 2998.21, 2
50, 50, 100, 150, 2383, 2998.21, 2
50, 50, 100, 150, 3854, 2998.21, 2
50, 50, 100, 150, 1991, 2998.21, 2
50, 50, 100, 150, 2350, 2998.21, 2
50, 50, 100, 150, 1973, 2998.21, 2
50, 50, 100, 150, 1986, 2998.21, 2
50, 50, 100, 150, 2360, 2998.21, 2
50, 50, 100, 150, 2396, 2998.21, 2
50, 50, 100, 150, 2759, 2998.21, 2
50, 50, 100, 150, 1960, 2998.21, 2
50, 50, 100, 150, 2306, 2998.21, 2
50, 50, 100, 150, 3828, 2998.21, 2
50, 50, 100, 150, 2251, 2998.21, 2
50, 50, 100, 150, 2888, 2998.21, 2
50, 50, 100, 140, 2754, 3075.45, 2
50, 50, 100, 140, 3344, 3075.45, 2
50, 50, 100, 140, 3193, 3075.45, 2
50, 50, 100, 140, 9332, 3075.45, 2
50, 50, 100, 140, 3287, 3075.45, 2
50, 50, 100, 140, 2277, 3075.45, 2
50, 50, 100, 140, 2656, 3075.45, 2
50, 50, 100, 140, 2886, 3075.45, 2
50, 50, 100, 140, 2266, 3075.45, 2
50, 50, 100, 140, 2569, 3075.45, 2
50, 50, 100, 140, 2294, 3075.45, 2
50, 50, 100, 140, 2269, 3075.45, 2
50, 50, 100, 140, 2742, 3075.45, 2
50, 50, 100, 140, 2641, 3075.45, 2
50, 50, 100, 140, 2270, 3075.45, 2
50, 50, 100, 140, 2295, 3075.45, 2
50, 50, 100, 140, 9242, 3075.45, 2
50, 50, 100, 140, 2273, 3075.45, 2
50, 50, 100, 140, 2358, 3075.45, 2
50, 50, 100, 140, 3765, 3075.45, 2
50, 50, 100, 130, 2665, 2891.58, 2
50, 50, 100, 130, 2262, 2891.58, 2
50, 50, 100, 130, 2307, 2891.58, 2
50, 50, 100, 130, 2267, 2891.58, 2
50, 50, 100, 130, 2289, 2891.58, 2
50, 50, 100, 130, 2305, 2891.58, 2
50, 50, 100, 130, 2596, 2891.58, 2
50, 50, 100, 130, 2556, 2891.58, 2
50, 50, 100, 130, 2272, 2891.58, 2
50, 50, 100, 130, 2649, 2891.58, 2
50, 50, 100, 130, 2347, 2891.58, 2
50, 50, 100, 130, 2502, 2891.58, 2
50, 50, 100, 130, 2255, 2891.58, 2
50, 50, 100, 130, 2624, 2891.58, 2
50, 50, 100, 130, 2263, 2891.58, 2
50, 50, 100, 130, 2261, 2891.58, 2
50, 50, 100, 130, 4176, 2891.58, 2
50, 50, 100, 130, 2488, 2891.58, 2
50, 50, 100, 130, 2380, 2891.58, 2
50, 50, 100, 130, 3319, 2891.58, 2
50, 50, 100, 120, 2055, 3087.65, 2
50, 50, 100, 120, 2056, 3087.65, 2
50, 50, 100, 120, 2049, 3087.65, 2
50, 50, 100, 120, 2376, 3087.65, 2
50, 50, 100, 120, 2985, 3087.65, 2
50, 50, 100, 120, 2061, 3087.65, 2
50, 50, 100, 120, 2298, 3087.65, 2
50, 50, 100, 120, 2295, 3087.65, 2
50, 50, 100, 120, 3084, 3087.65, 2
50, 50, 100, 120, 2053, 3087.65, 2
50, 50, 100, 120, 2370, 3087.65, 2
50, 50, 100, 120, 2508, 3087.65, 2
50, 50, 100, 120, 3885, 3087.65, 2
50, 50, 100, 120, 6267, 3087.65, 2
50, 50, 100, 120, 2227, 3087.65, 2
50, 50, 100, 120, 2618, 3087.65, 2
50, 50, 100, 120, 3423, 3087.65, 2
50, 50, 100, 120, 2048, 3087.65, 2
50, 50, 100, 120, 2045, 3087.65, 2
50, 50, 100, 120, 2041, 3087.65, 2
50, 50, 100, 110, 2002, 3606.13, 2
50, 50, 100, 110, 2045, 3606.13, 2
50, 50, 100, 110, 3208, 3606.13, 2
50, 50, 100, 110, 2027, 3606.13, 2
50, 50, 100, 110, 2281, 3606.13, 2
50, 50, 100, 110, 2238, 3606.13, 2
50, 50, 100, 110, 2021, 3606.13, 2
50, 50, 100, 110, 2319, 3606.13, 2
50, 50, 100, 110, 2020, 3606.13, 2
50, 50, 100, 110, 2236, 3606.13, 2
50, 50, 100, 110, 2806, 3606.13, 2
50, 50, 100, 110, 3313, 3606.13, 2
50, 50, 100, 110, 4670, 3606.13, 2
50, 50, 100, 110, 2009, 3606.13, 2
50, 50, 100, 110, 2020, 3606.13, 2
50, 50, 100, 110, 8374, 3606.13, 2
50, 50, 100, 110, 2011, 3606.13, 2
50, 50, 100, 110, 2089, 3606.13, 2
50, 50, 100, 110, 2026, 3606.13, 2
50, 50, 100, 110, 2021, 3606.13, 2
50, 50, 100, 100, 3054, 2950.31, 2
50, 50, 100, 100, 2093, 2950.31, 2
50, 50, 100, 100, 2083, 2950.31, 2
50, 50, 100, 100, 2393, 2950.31, 2
50, 50, 100, 100, 2080, 2950.31, 2
50, 50, 100, 100, 2534, 2950.31, 2
50, 50, 100, 100, 2080, 2950.31, 2
50, 50, 100, 100, 2648, 2950.31, 2
50, 50, 100, 100, 2093, 2950.31, 2
50, 50, 100, 100, 2927, 2950.31, 2
50, 50, 100, 100, 2105, 2950.31, 2
50, 50, 100, 100, 4072, 2950.31, 2
50, 50, 100, 100, 2300, 2950.31, 2
50, 50, 100, 100, 2776, 2950.31, 2
50, 50, 100, 100, 2533, 2950.31, 2
50, 50, 100, 100, 2127, 2950.31, 2
50, 50, 100, 100, 4075, 2950.31, 2
50, 50, 100, 100, 2411, 2950.31, 2
50, 50, 100, 100, 2041, 2950.31, 2
50, 50, 100, 100, 2099, 2950.31, 2
50, 50, 100, 90, 2521, 3710.26, 2
50, 50, 100, 90, 2484, 3710.26, 2
50, 50, 100, 90, 4337, 3710.26, 2
50, 50, 100, 90, 2090, 3710.26, 2
50, 50, 100, 90, 2415, 3710.26, 2
