Codigo de caso,Cantidad de gimnasios,Cantidad de paradas,Capacidad de la mochila,Tiempo,Distancia del camino,Cantidad de cambios
601, 601, 10000, 20, 5.95926e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.96602e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.9583e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.97806e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95946e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.96675e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95985e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.94546e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.97529e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95801e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.98398e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.98994e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95019e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.98062e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.96114e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.96436e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.96597e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.9773e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.97158e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.9668e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95421e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.964e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.97564e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95953e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95457e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.9615e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.97855e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.97331e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.9723e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.98882e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.98901e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.96819e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.97568e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.9596e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.98328e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95358e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95687e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.94548e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.97422e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.96219e+06, 5.70542e+06, 2
601, 601, 10000, 20, 6.03516e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95418e+06, 5.70542e+06, 2
601, 601, 10000, 20, 6.03117e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95546e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95945e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.9918e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95838e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95667e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.96427e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.97344e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.95658e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.96024e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.97383e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.99014e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.9546e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.96906e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.97385e+06, 5.70542e+06, 2
601, 601, 10000, 20, 5.9579e+06, 5.70542e+06, 2
701, 701, 10000, 20, 8.03762e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.0146e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.03844e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05352e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.11515e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05352e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.0347e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.04308e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.0712e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.04644e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.0314e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.03308e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.10018e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.08328e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05333e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.07673e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.0314e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05048e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05335e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.07593e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.0319e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.06309e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.10138e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05295e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.04518e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.02455e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.02817e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.01527e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.04451e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05081e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.0327e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.03755e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.0527e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.02578e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.03471e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.02888e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.03531e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.11516e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.04142e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.04081e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.02902e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.02528e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.06504e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.02192e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.0433e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05725e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.02682e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05659e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05903e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05087e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.06744e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05006e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.03441e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.0476e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.02505e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.06285e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.02786e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.04222e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.03689e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.04678e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.03958e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.03456e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.12997e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.04544e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.06103e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.0874e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05404e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.03719e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.06459e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.03917e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.03955e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05253e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05951e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.08387e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.09035e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05693e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.04496e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.07315e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.05106e+06, 6.73541e+06, 2
701, 701, 10000, 20, 8.04036e+06, 6.73541e+06, 2
801, 801, 10000, 20, 1.19617e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19552e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19849e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19504e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19389e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19654e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19568e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19548e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19672e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19633e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19469e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19513e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19535e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19716e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19802e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19571e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19383e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19601e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19397e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19738e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19374e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19488e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19616e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19376e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19451e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19461e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19794e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19537e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19698e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19635e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19838e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19519e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19522e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19581e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19558e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19541e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.1958e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19472e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19577e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19306e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.1934e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.1984e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19477e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19326e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19572e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19467e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19665e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19635e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19737e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19627e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19553e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.23049e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19549e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19443e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19808e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19512e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19576e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19433e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19987e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.1984e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.20275e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19636e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19788e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19633e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19833e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19336e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19585e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19589e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.1947e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19515e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19776e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19319e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19576e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19556e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19786e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19596e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19618e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19763e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19346e+07, 8.59774e+06, 2
801, 801, 10000, 20, 1.19609e+07, 8.59774e+06, 2
901, 901, 10000, 20, 1.51837e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51919e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.53196e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51734e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51883e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51639e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51684e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51518e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51819e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51531e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51555e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.5151e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51629e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51419e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51624e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.52206e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51716e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51412e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51644e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51527e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51607e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51593e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51761e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51936e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51618e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51748e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51729e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.52139e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.53213e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51652e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51797e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51855e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51873e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51752e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.52201e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51672e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.5208e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.5147e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51968e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51952e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51588e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51623e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.56551e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51734e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51633e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51873e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51709e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51728e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51734e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.52338e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51699e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51908e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51674e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51777e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51479e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51442e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.5204e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51721e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51559e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51553e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51626e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.5187e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.5169e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51513e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51877e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51552e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51783e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51699e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51948e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.53113e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51661e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.5178e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51824e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51645e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51792e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.52024e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.5194e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51886e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51601e+07, 9.82964e+06, 2
901, 901, 10000, 20, 1.51762e+07, 9.82964e+06, 2
1001, 1001, 10000, 20, 1.93785e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.95123e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94116e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94332e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93848e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94257e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93925e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.9391e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94293e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.96186e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94739e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94533e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94299e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94188e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93957e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94028e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93876e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94002e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.9389e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94326e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93995e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94115e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93952e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94205e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93952e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94475e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94162e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94169e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94073e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.942e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94335e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93963e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94139e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.9474e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93804e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94064e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93958e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93924e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93999e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94003e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93947e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94593e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94082e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93994e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93838e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93865e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93967e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.95112e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.95741e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94208e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93932e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.95019e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94345e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94096e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94426e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94652e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94234e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94771e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94254e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94027e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93929e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.9471e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93979e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94242e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94467e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.939e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.95144e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.93988e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94783e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94637e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94502e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94424e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94231e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94981e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94163e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.98609e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94447e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94154e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94141e+07, 1.08318e+07, 2
1001, 1001, 10000, 20, 1.94024e+07, 1.08318e+07, 2
1101, 1101, 10000, 20, 2.60873e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61052e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61403e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.62398e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61058e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61082e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61487e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61644e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61057e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61075e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61113e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.60803e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.60895e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.60896e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.60981e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61106e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61316e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61609e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.68073e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61054e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61483e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.6108e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61255e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61957e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61406e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61381e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.60849e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.60829e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.60901e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.60995e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.60997e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61435e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61147e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61265e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.621e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61163e+07, 1.30306e+07, 2
1101, 1101, 10000, 20, 2.61474e+07, 1.30306e+07, 2
