Cantidad de paradas, Capacidad de mochila, Tiempo
5, 23, 4405.000000
5, 23, 4027.000000
5, 23, 4416.000000
5, 23, 4285.000000
5, 23, 4568.000000
5, 23, 4736.000000
5, 23, 4680.000000
5, 23, 4719.000000
5, 23, 5313.000000
5, 24, 4245.000000
5, 24, 3854.000000
5, 24, 4226.000000
5, 24, 3977.000000
5, 24, 4834.000000
5, 24, 6584.000000
5, 24, 6436.000000
5, 24, 6316.000000
5, 24, 7095.000000
5, 24, 6972.000000
5, 24, 5923.000000
5, 24, 5078.000000
5, 24, 5079.000000
5, 24, 4849.000000
5, 24, 4912.000000
5, 24, 4309.000000
5, 24, 4441.000000
5, 24, 4273.000000
5, 24, 4676.000000
5, 24, 4316.000000
5, 25, 4424.000000
5, 25, 4686.000000
5, 25, 4733.000000
5, 25, 4244.000000
5, 25, 4408.000000
5, 25, 4321.000000
5, 25, 4568.000000
5, 25, 4315.000000
5, 25, 4403.000000
5, 25, 4320.000000
5, 25, 5899.000000
5, 25, 5931.000000
5, 25, 5691.000000
5, 25, 5808.000000
5, 25, 5765.000000
5, 25, 4686.000000
5, 25, 5074.000000
5, 25, 4844.000000
5, 25, 4814.000000
5, 25, 4762.000000
5, 26, 5545.000000
5, 26, 5653.000000
5, 26, 5457.000000
5, 26, 5948.000000
5, 26, 5354.000000
5, 26, 5247.000000
5, 26, 4590.000000
5, 26, 4562.000000
5, 26, 4241.000000
5, 26, 4301.000000
5, 26, 4853.000000
5, 26, 4850.000000
5, 26, 4893.000000
5, 26, 4647.000000
5, 26, 5028.000000
5, 26, 4673.000000
5, 26, 4661.000000
5, 26, 4530.000000
5, 26, 4415.000000
5, 26, 4343.000000
5, 27, 4111.000000
5, 27, 4352.000000
5, 27, 4263.000000
5, 27, 4033.000000
5, 27, 4199.000000
5, 27, 4409.000000
5, 27, 4080.000000
5, 27, 4230.000000
5, 27, 4006.000000
5, 27, 4173.000000
5, 27, 5072.000000
5, 27, 4849.000000
5, 27, 4779.000000
5, 27, 4834.000000
5, 27, 4686.000000
5, 27, 5360.000000
5, 27, 5849.000000
5, 27, 5060.000000
5, 27, 5240.000000
5, 27, 5351.000000
5, 28, 4009.000000
5, 28, 4134.000000
5, 28, 3938.000000
5, 28, 4157.000000
5, 28, 4349.000000
5, 28, 4930.000000
5, 28, 4844.000000
5, 28, 4728.000000
5, 28, 4797.000000
5, 28, 4983.000000
5, 28, 6394.000000
5, 28, 6335.000000
5, 28, 6607.000000
5, 28, 6184.000000
5, 28, 6413.000000
5, 28, 3376.000000
5, 28, 3596.000000
5, 28, 3541.000000
5, 28, 3558.000000
5, 28, 3394.000000
5, 29, 4785.000000
5, 29, 4969.000000
5, 29, 4934.000000
5, 29, 4992.000000
5, 29, 5233.000000
5, 29, 4892.000000
5, 29, 4842.000000
5, 29, 4794.000000
5, 29, 4865.000000
5, 29, 5113.000000
5, 29, 5238.000000
5, 29, 5423.000000
5, 29, 5327.000000
5, 29, 5529.000000
5, 29, 5311.000000
5, 29, 6029.000000
5, 29, 5870.000000
5, 29, 5897.000000
5, 29, 5767.000000
5, 29, 5675.000000
5, 30, 3709.000000
5, 30, 3506.000000
5, 30, 3395.000000
5, 30, 3379.000000
5, 30, 3621.000000
5, 30, 5193.000000
5, 30, 5016.000000
5, 30, 5491.000000
5, 30, 5157.000000
5, 30, 5129.000000
5, 30, 5930.000000
5, 30, 5940.000000
5, 30, 6422.000000
5, 30, 5823.000000
5, 30, 5793.000000
5, 30, 5613.000000
5, 30, 5067.000000
5, 30, 5150.000000
5, 30, 5380.000000
5, 30, 5620.000000
5, 31, 4235.000000
5, 31, 4079.000000
5, 31, 4309.000000
5, 31, 4354.000000
5, 31, 4175.000000
5, 31, 3720.000000
5, 31, 2926.000000
5, 31, 3081.000000
5, 31, 2940.000000
5, 31, 3170.000000
5, 31, 4777.000000
5, 31, 4782.000000
5, 31, 4550.000000
5, 31, 4837.000000
5, 31, 4896.000000
5, 31, 4022.000000
5, 31, 4121.000000
5, 31, 3895.000000
5, 31, 4051.000000
5, 31, 4069.000000
5, 32, 4882.000000
5, 32, 4888.000000
5, 32, 5085.000000
5, 32, 5002.000000
5, 32, 5467.000000
5, 32, 3734.000000
5, 32, 4189.000000
5, 32, 3611.000000
5, 32, 3566.000000
5, 32, 3761.000000
5, 32, 5583.000000
5, 32, 5759.000000
5, 32, 5581.000000
5, 32, 5797.000000
5, 32, 5959.000000
5, 32, 4670.000000
5, 32, 4446.000000
5, 32, 4756.000000
5, 32, 4593.000000
5, 32, 4599.000000
5, 33, 4166.000000
5, 33, 4226.000000
5, 33, 4263.000000
5, 33, 4506.000000
5, 33, 4325.000000
5, 33, 4005.000000
5, 33, 3887.000000
5, 33, 4233.000000
5, 33, 4140.000000
5, 33, 4007.000000
5, 33, 4150.000000
5, 33, 4203.000000
5, 33, 4017.000000
5, 33, 4252.000000
5, 33, 4289.000000
5, 33, 3755.000000
5, 33, 3694.000000
5, 33, 3845.000000
5, 33, 3780.000000
5, 33, 3695.000000
5, 34, 4664.000000
5, 34, 4304.000000
5, 34, 4354.000000
5, 34, 4504.000000
5, 34, 4366.000000
5, 34, 4528.000000
5, 34, 4270.000000
5, 34, 4313.000000
5, 34, 4222.000000
5, 34, 4389.000000
5, 34, 5326.000000
5, 34, 5151.000000
5, 34, 5255.000000
5, 34, 5756.000000
5, 34, 5312.000000
5, 34, 3393.000000
5, 34, 3383.000000
5, 34, 3414.000000
5, 34, 3743.000000
5, 34, 3518.000000
5, 35, 4080.000000
5, 35, 4009.000000
5, 35, 4020.000000
5, 35, 3829.000000
5, 35, 4109.000000
5, 35, 6109.000000
5, 35, 5772.000000
5, 35, 5962.000000
5, 35, 5925.000000
5, 35, 6156.000000
5, 35, 4913.000000
5, 35, 4850.000000
5, 35, 4768.000000
5, 35, 4923.000000
5, 35, 5205.000000
5, 35, 4617.000000
5, 35, 4713.000000
5, 35, 4767.000000
5, 35, 5015.000000
5, 35, 4697.000000
5, 36, 5219.000000
5, 36, 5119.000000
5, 36, 5427.000000
5, 36, 5391.000000
5, 36, 5049.000000
5, 36, 4207.000000
5, 36, 4460.000000
5, 36, 4078.000000
5, 36, 4372.000000
5, 36, 4194.000000
5, 36, 4774.000000
5, 36, 4729.000000
5, 36, 4599.000000
5, 36, 5101.000000
5, 36, 4570.000000
5, 36, 3939.000000
5, 36, 4179.000000
5, 36, 3954.000000
5, 36, 4157.000000
5, 36, 4119.000000
5, 37, 4145.000000
5, 37, 4113.000000
5, 37, 4226.000000
5, 37, 4469.000000
5, 37, 4291.000000
5, 37, 4642.000000
5, 37, 4629.000000
5, 37, 4799.000000
5, 37, 4903.000000
5, 37, 4642.000000
5, 37, 4314.000000
5, 37, 4164.000000
5, 37, 4249.000000
5, 37, 4096.000000
5, 37, 4030.000000
5, 37, 5711.000000
5, 37, 5682.000000
5, 37, 5703.000000
5, 37, 5659.000000
5, 37, 5650.000000
5, 38, 4518.000000
5, 38, 4369.000000
5, 38, 4385.000000
5, 38, 4508.000000
5, 38, 4261.000000
5, 38, 3709.000000
5, 38, 3526.000000
5, 38, 3546.000000
5, 38, 3420.000000
5, 38, 3404.000000
5, 38, 4778.000000
5, 38, 5062.000000
5, 38, 4916.000000
5, 38, 5273.000000
5, 38, 4634.000000
5, 38, 4177.000000
5, 38, 4409.000000
5, 38, 4246.000000
5, 38, 4241.000000
5, 38, 4195.000000
5, 39, 6680.000000
5, 39, 6834.000000
5, 39, 6343.000000
5, 39, 6454.000000
5, 39, 6554.000000
5, 39, 4994.000000
5, 39, 4768.000000
5, 39, 4849.000000
5, 39, 4926.000000
5, 39, 4668.000000
5, 39, 4118.000000
5, 39, 3821.000000
5, 39, 3891.000000
5, 39, 4212.000000
5, 39, 3979.000000
5, 39, 5064.000000
5, 39, 4845.000000
5, 39, 5140.000000
5, 39, 4722.000000
5, 39, 4824.000000
5, 40, 4713.000000
5, 40, 4821.000000
5, 40, 4764.000000
5, 40, 4934.000000
5, 40, 4888.000000
5, 40, 5529.000000
5, 40, 5419.000000
5, 40, 5510.000000
5, 40, 5217.000000
5, 40, 5693.000000
5, 40, 3844.000000
5, 40, 3834.000000
5, 40, 3931.000000
5, 40, 3900.000000
5, 40, 3868.000000
5, 40, 4746.000000
5, 40, 4849.000000
5, 40, 4814.000000
5, 40, 4806.000000
5, 40, 5066.000000
5, 41, 3855.000000
5, 41, 4003.000000
5, 41, 4003.000000
5, 41, 4124.000000
5, 41, 4198.000000
5, 41, 5271.000000
5, 41, 5694.000000
5, 41, 5897.000000
5, 41, 5848.000000
5, 41, 5534.000000
5, 41, 6134.000000
5, 41, 6217.000000
5, 41, 6170.000000
5, 41, 5995.000000
5, 41, 6169.000000
5, 41, 5681.000000
5, 41, 5498.000000
5, 41, 5400.000000
5, 41, 5472.000000
5, 41, 5499.000000
5, 42, 5382.000000
5, 42, 5322.000000
5, 42, 5028.000000
5, 42, 5216.000000
5, 42, 5065.000000
5, 42, 4737.000000
5, 42, 4622.000000
5, 42, 4587.000000
5, 42, 4797.000000
5, 42, 4851.000000
5, 42, 5418.000000
5, 42, 5197.000000
5, 42, 5314.000000
5, 42, 5282.000000
5, 42, 5478.000000
5, 42, 5386.000000
5, 42, 5420.000000
5, 42, 5286.000000
5, 42, 6208.000000
5, 42, 5114.000000
5, 43, 6341.000000
5, 43, 6348.000000
5, 43, 6337.000000
5, 43, 6112.000000
5, 43, 6345.000000
5, 43, 4433.000000
5, 43, 4769.000000
5, 43, 4753.000000
5, 43, 4468.000000
5, 43, 4250.000000
5, 43, 5379.000000
5, 43, 5387.000000
5, 43, 4912.000000
5, 43, 5165.000000
5, 43, 5130.000000
5, 43, 4994.000000
5, 43, 4419.000000
5, 43, 4536.000000
5, 43, 4688.000000
5, 43, 4789.000000
5, 44, 4916.000000
5, 44, 4841.000000
5, 44, 4815.000000
5, 44, 5783.000000
5, 44, 4644.000000
5, 44, 4333.000000
5, 44, 4315.000000
5, 44, 4853.000000
5, 44, 4606.000000
5, 44, 4417.000000
5, 44, 6487.000000
5, 44, 5061.000000
5, 44, 5286.000000
5, 44, 4929.000000
5, 44, 5322.000000
5, 44, 5056.000000
5, 44, 5125.000000
5, 44, 4897.000000
5, 44, 5047.000000
5, 44, 5144.000000
5, 45, 4965.000000
5, 45, 5146.000000
5, 45, 5253.000000
5, 45, 5391.000000
5, 45, 4794.000000
5, 45, 4645.000000
5, 45, 4609.000000
5, 45, 4595.000000
5, 45, 4592.000000
5, 45, 4662.000000
5, 45, 4815.000000
5, 45, 4857.000000
5, 45, 4778.000000
5, 45, 4767.000000
5, 45, 4804.000000
5, 45, 4450.000000
5, 45, 4313.000000
5, 45, 4096.000000
5, 45, 3934.000000
5, 45, 3934.000000
5, 46, 4945.000000
5, 46, 4806.000000
5, 46, 4714.000000
5, 46, 4650.000000
5, 46, 4835.000000
5, 46, 4691.000000
5, 46, 4766.000000
5, 46, 4995.000000
5, 46, 4733.000000
5, 46, 4547.000000
5, 46, 3994.000000
5, 46, 4141.000000
5, 46, 4062.000000
5, 46, 4243.000000
5, 46, 3929.000000
5, 46, 3974.000000
5, 46, 4094.000000
5, 46, 3848.000000
5, 46, 3856.000000
5, 46, 3965.000000
5, 47, 4609.000000
5, 47, 4543.000000
5, 47, 4730.000000
5, 47, 4327.000000
5, 47, 4475.000000
5, 47, 5651.000000
5, 47, 5646.000000
5, 47, 5692.000000
5, 47, 5437.000000
5, 47, 5647.000000
5, 47, 4674.000000
5, 47, 4635.000000
5, 47, 4509.000000
5, 47, 4573.000000
5, 47, 4646.000000
5, 47, 4169.000000
5, 47, 4204.000000
5, 47, 4022.000000
5, 47, 4310.000000
5, 47, 3982.000000
5, 48, 5502.000000
5, 48, 5455.000000
5, 48, 5503.000000
5, 48, 5438.000000
5, 48, 5515.000000
5, 48, 4952.000000
5, 48, 5019.000000
5, 48, 5019.000000
5, 48, 5136.000000
5, 48, 5262.000000
5, 48, 4818.000000
5, 48, 4534.000000
5, 48, 4717.000000
5, 48, 4721.000000
5, 48, 4781.000000
5, 48, 4617.000000
5, 48, 4433.000000
5, 48, 4742.000000
5, 48, 4795.000000
5, 48, 4701.000000
5, 49, 3848.000000
5, 49, 4058.000000
5, 49, 4318.000000
5, 49, 4096.000000
5, 49, 4103.000000
5, 49, 4584.000000
5, 49, 4492.000000
5, 49, 4302.000000
5, 49, 4836.000000
5, 49, 4742.000000
5, 49, 3699.000000
5, 49, 4202.000000
5, 49, 3538.000000
5, 49, 3593.000000
5, 49, 3494.000000
5, 49, 5583.000000
5, 49, 5667.000000
5, 49, 5567.000000
5, 49, 5452.000000
5, 49, 5694.000000
5, 50, 5138.000000
5, 50, 5054.000000
5, 50, 5055.000000
5, 50, 5130.000000
5, 50, 4952.000000
5, 50, 4199.000000
5, 50, 4429.000000
5, 50, 4639.000000
5, 50, 4267.000000
5, 50, 4461.000000
5, 50, 4494.000000
5, 50, 4428.000000
5, 50, 4241.000000
5, 50, 4038.000000
5, 50, 4125.000000
5, 50, 4320.000000
5, 50, 4020.000000
5, 50, 3875.000000
5, 50, 4449.000000
5, 50, 4018.000000
5, 51, 7360.000000
5, 51, 6793.000000
5, 51, 6836.000000
5, 51, 7082.000000
5, 51, 6929.000000
5, 51, 5718.000000
5, 51, 5498.000000
5, 51, 5348.000000
5, 51, 5810.000000
5, 51, 5347.000000
5, 51, 3999.000000
5, 51, 4250.000000
5, 51, 4197.000000
5, 51, 3952.000000
5, 51, 3964.000000
5, 51, 5255.000000
5, 51, 5128.000000
5, 51, 5098.000000
5, 51, 4903.000000
5, 51, 4960.000000
5, 52, 3519.000000
5, 52, 3591.000000
5, 52, 3524.000000
5, 52, 3470.000000
5, 52, 3360.000000
5, 52, 4746.000000
5, 52, 4632.000000
5, 52, 4550.000000
5, 52, 4510.000000
5, 52, 4825.000000
5, 52, 4574.000000
5, 52, 4415.000000
5, 52, 4469.000000
5, 52, 4693.000000
5, 52, 4558.000000
5, 52, 5781.000000
5, 52, 6041.000000
5, 52, 6390.000000
5, 52, 5631.000000
5, 52, 6030.000000
5, 53, 4070.000000
5, 53, 4233.000000
5, 53, 4250.000000
5, 53, 4210.000000
5, 53, 4086.000000
5, 53, 5974.000000
5, 53, 4968.000000
5, 53, 5292.000000
5, 53, 5395.000000
5, 53, 5183.000000
5, 53, 5415.000000
5, 53, 5150.000000
5, 53, 6580.000000
5, 53, 5621.000000
5, 53, 5159.000000
5, 53, 3764.000000
5, 53, 3838.000000
5, 53, 3509.000000
5, 53, 3736.000000
5, 53, 3693.000000
5, 54, 5349.000000
5, 54, 5533.000000
5, 54, 5240.000000
5, 54, 5461.000000
5, 54, 5625.000000
5, 54, 5358.000000
5, 54, 4488.000000
5, 54, 4907.000000
5, 54, 4588.000000
5, 54, 4375.000000
5, 54, 5147.000000
5, 54, 5398.000000
5, 54, 5176.000000
5, 54, 5528.000000
5, 54, 5550.000000
5, 54, 4229.000000
5, 54, 4106.000000
5, 54, 4022.000000
5, 54, 3957.000000
5, 54, 4184.000000
5, 55, 3724.000000
5, 55, 3922.000000
5, 55, 3734.000000
5, 55, 3832.000000
5, 55, 3835.000000
5, 55, 5443.000000
5, 55, 5876.000000
5, 55, 5616.000000
5, 55, 5642.000000
5, 55, 5667.000000
5, 55, 4089.000000
5, 55, 4186.000000
5, 55, 4358.000000
5, 55, 4401.000000
5, 55, 4126.000000
5, 55, 5078.000000
5, 55, 4987.000000
5, 55, 5227.000000
5, 55, 5119.000000
5, 55, 5422.000000
5, 56, 4860.000000
5, 56, 4857.000000
5, 56, 5190.000000
5, 56, 4947.000000
5, 56, 4737.000000
5, 56, 4352.000000
5, 56, 4709.000000
5, 56, 4300.000000
5, 56, 4366.000000
5, 56, 4387.000000
5, 56, 4623.000000
5, 56, 4955.000000
5, 56, 4993.000000
5, 56, 4553.000000
5, 56, 5487.000000
5, 56, 4023.000000
5, 56, 4012.000000
5, 56, 3878.000000
5, 56, 4189.000000
5, 56, 5331.000000
5, 57, 5513.000000
5, 57, 4419.000000
5, 57, 4142.000000
5, 57, 4534.000000
5, 57, 4659.000000
5, 57, 4761.000000
5, 57, 5281.000000
5, 57, 4824.000000
5, 57, 4333.000000
5, 57, 4393.000000
5, 57, 4677.000000
5, 57, 4539.000000
5, 57, 4543.000000
5, 57, 4376.000000
5, 57, 4553.000000
5, 57, 6966.000000
5, 57, 6710.000000
5, 57, 6626.000000
5, 57, 7735.000000
5, 57, 8786.000000
5, 58, 4721.000000
5, 58, 4493.000000
5, 58, 5400.000000
5, 58, 4932.000000
5, 58, 4707.000000
5, 58, 3538.000000
5, 58, 3859.000000
5, 58, 3916.000000
5, 58, 3701.000000
5, 58, 3706.000000
5, 58, 4063.000000
5, 58, 4029.000000
5, 58, 3930.000000
5, 58, 3927.000000
5, 58, 4705.000000
5, 58, 5747.000000
5, 58, 5791.000000
5, 58, 5628.000000
5, 58, 5326.000000
5, 58, 5726.000000
5, 59, 4109.000000
5, 59, 4304.000000
5, 59, 4393.000000
5, 59, 4334.000000
5, 59, 4579.000000
5, 59, 4854.000000
5, 59, 5032.000000
5, 59, 5056.000000
5, 59, 4918.000000
5, 59, 4919.000000
5, 59, 4721.000000
5, 59, 4480.000000
5, 59, 4627.000000
5, 59, 4865.000000
5, 59, 4805.000000
5, 59, 4880.000000
5, 59, 6522.000000
5, 59, 4506.000000
5, 59, 4550.000000
5, 59, 4627.000000
